Fish #,day,mo,Date,    Species,location,Exposure,Relation to Farm,water temp,length cm,weight g,L/W.Ratio,W/L.Ratio,K(cond.Fac),lice/g,lice/g.trans,Farm.NoFarm,Lice.Y.N,Total lice,Tot.Lice.Trans,Intensity.Trans,<.>.1.6.per.g,Ch/ I-II-Lep,Ch/III-IV-Lep,unid subadult,CI-IV Caligus,preadult 1 Lep-male,preadult 1 Lep-female,preadult 2 Lep-male,preadult 2 Lep-female,unid adult,adult male-Lep,virgin-Lep,adult female non-gravid-Lep,gravid female-Lep ,adult male-Caligus,adult female-Caligus,gravid Caligus,   other comments,site of lice attachment,
738,28,6,13/06/2001,pink,Twin Lagoon,3,between farms,,6.4,2.89,2.215,0.452,1.102,1.38,0.376576957056512,Farm,Y,4,0.698970004336019,0.698970004336019,LT,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,all transparent,bright,
739,28,6,13/06/2001,pink,Twin Lagoon,3,between farms,,6.5,2.88,2.257,0.443,1.049,1.39,0.378397900948138,Farm,Y,4,0.698970004336019,0.698970004336019,LT,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,all transparent,bright clean,
740,28,6,13/06/2001,pink,Twin Lagoon,3,between farms,,6.3,2.84,2.218,0.451,1.136,1.41,0.382017042574868,Farm,Y,4,0.698970004336019,0.698970004336019,LT,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,,
741,28,6,2001-02-07,pink,Twin Lagoon,3,between farms,,6.4,2.84,2.254,0.444,1.083,1.41,0.382017042574868,Farm,Y,4,0.698970004336019,0.698970004336019,LT,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,,
742,28,6,13/06/2001,pink,Twin Lagoon,3,between farms,,6.5,2.83,2.297,0.435,1.030,1.41,0.382017042574868,Farm,Y,4,0.698970004336019,0.698970004336019,LT,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Caligus teres,,
743,28,6,13/06/2001,pink,Twin Lagoon,3,between farms,,6.5,2.77,2.347,0.426,1.009,1.44,0.387389826338729,Farm,Y,4,0.698970004336019,0.698970004336019,LT,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,body,
744,28,6,13/06/2001,pink,Twin Lagoon,3,between farms,,6.4,2.73,2.344,0.427,1.041,1.46,0.390935107103379,Farm,Y,4,0.698970004336019,0.698970004336019,LT,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,"all transparent, mate guarding",,
745,28,6,2001-02-07,pink,Twin Lagoon,3,between farms,,6.0,2.65,2.264,0.442,1.227,1.51,0.399673721481038,Farm,Y,4,0.698970004336019,0.698970004336019,LT,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,all transparent,rupture behind pec,
746,28,6,13/06/2001,pink,Twin Lagoon,3,between farms,,6.4,2.60,2.462,0.406,0.992,1.54,0.404833716619938,Farm,Y,4,0.698970004336019,0.698970004336019,LT,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,all transparent,nice clean looking fish,
747,28,6,13/06/2001,pink,Twin Lagoon,3,between farms,,6.0,2.57,2.335,0.428,1.190,1.56,0.40823996531185,Farm,Y,4,0.698970004336019,0.698970004336019,LT,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,all transparent,red rimmed teeth marks belly and back,
748,28,6,13/06/2001,pink,Twin Lagoon,3,between farms,,6.8,3.56,1.910,0.524,1.132,1.12,0.326335860928751,No.Farm,Y,4,0.698970004336019,0.698970004336019,LT,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,"dark adult, clear adult has short tail",pinpricks mate guarding pair,
749,28,6,19/07/2001,pink,Twin Lagoon,3,between farms,,5.9,2.56,2.305,0.434,1.246,1.56,0.40823996531185,No.Farm,Y,4,0.698970004336019,0.698970004336019,LT,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,bright,
750,28,6,2001-02-07,pink,Twin Lagoon,3,between farms,,8.5,5.59,1.521,0.658,0.910,0.89,0.276461804173244,Farm,Y,5,0.778151250383644,0.778151250383644,LT,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,photo,,
751,28,6,2001-02-07,pink,Twin Lagoon,3,between farms,,8.3,5.32,1.560,0.641,0.930,0.94,0.287801729930226,Farm,Y,5,0.778151250383644,0.778151250383644,LT,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,Caligus teres,silver bright,
752,28,6,13/06/2001,pink,Twin Lagoon,3,between farms,,7.5,3.93,1.908,0.524,0.932,1.27,0.356025857193123,Farm,Y,5,0.778151250383644,0.778151250383644,LT,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,one eyeball opaque,
753,28,6,19/07/2001,pink,Twin Lagoon,3,between farms,,7.4,3.89,1.902,0.526,0.960,1.29,0.359835482339888,Farm,Y,5,0.778151250383644,0.778151250383644,LT,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,,,
754,28,6,13/06/2001,pink,Twin Lagoon,3,between farms,,7.4,3.57,2.073,0.482,0.881,1.4,0.380211241711606,Farm,Y,5,0.778151250383644,0.778151250383644,LT,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
755,28,6,13/06/2001,pink,Twin Lagoon,3,between farms,,6.9,3.32,2.078,0.481,1.011,1.51,0.399673721481038,Farm,Y,5,0.778151250383644,0.778151250383644,LT,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,clean fish,
756,28,6,13/06/2001,pink,Twin Lagoon,3,between farms,,6.5,3.27,1.988,0.503,1.191,1.53,0.403120521175818,Farm,Y,5,0.778151250383644,0.778151250383644,LT,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,dark medium,"black dents, raw wounds",
757,28,6,2001-11-06,pink,"upper Retreat, Gilford Shore",3,near farm,,,5.65,NA,NA,NA,1.06,0.313867220369153,Farm,Y,6,0.845098040014257,0.845098040014257,LT,1,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,,black dents and pin pricks,
758,29,6,2001-11-06,pink,"upper Retreat, Gilford Shore",3,near farm,,8.5,5.34,1.592,0.628,0.870,1.12,0.326335860928751,Farm,Y,6,0.845098040014257,0.845098040014257,LT,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,,silver bright,
759,29,6,2001-11-06,pink,"upper Retreat, Gilford Shore",3,near farm,,8.4,5.30,1.585,0.631,0.894,1.13,0.328379603438738,Farm,Y,6,0.845098040014257,0.845098040014257,LT,0,0,0,0,0,1,0,0,0,1,1,0,3,0,0,0,"1 egg string 2.5 cm, another has dark set of egg strings",,
760,29,6,2001-11-06,pink,"upper Retreat, Gilford Shore",3,near farm,,7.7,4.07,1.892,0.529,0.892,1.47,0.392696953259666,Farm,Y,6,0.845098040014257,0.845098040014257,LT,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,,,
761,29,6,15/06/2001,pink,Viner Sound,3,between farms,,7.4,4.03,1.836,0.545,0.995,1.49,0.396199347095736,Farm,Y,6,0.845098040014257,0.845098040014257,LT,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,,,
762,29,6,15/06/2001,pink,Viner Sound,3,between farms,,8.2,6.50,1.262,0.793,1.179,1.23,0.348304863048161,Farm,Y,8,0.954242509439325,0.954242509439325,LT,0,0,0,2,1,0,2,1,0,1,0,0,1,0,0,0,,pin prick wounds,
763,29,6,15/06/2001,pink,Viner Sound,3,between farms,,4.4,NA,NA,NA,NA,NA,NA,Farm,N,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
764,29,6,15/06/2001,pink,Viner Sound,3,between farms,,4.8,NA,NA,NA,NA,NA,NA,Farm,N,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
765,29,6,15/06/2001,pink,Viner Sound,3,between farms,,5.0,NA,NA,NA,NA,NA,NA,Farm,N,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
766,29,6,15/06/2001,pink,Viner Sound,3,between farms,,5.1,NA,NA,NA,NA,NA,NA,Farm,N,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
767,29,6,29/07/2001,pink,W. Fife,3,seaward of farms,12.06,5.2,NA,NA,NA,NA,NA,NA,Farm,N,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
768,29,6,29/07/2001,pink,W. Fife,3,seaward of farms,12.06,5.2,NA,NA,NA,NA,NA,NA,Farm,N,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
769,29,6,15/08/2001,pink,W. Fife,3,seaward of farms,,5.4,NA,NA,NA,NA,NA,NA,Farm,N,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5 black lesions,,
770,30,6,29/07/2001,pink,W. Fife,3,seaward of farms,12.06,5.6,NA,NA,NA,NA,NA,NA,Farm,N,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
771,30,6,29/07/2001,pink,W. Fife,3,seaward of farms,12.06,5.7,NA,NA,NA,NA,NA,NA,Farm,N,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
772,30,6,15/08/2001,pink,W. Fife,3,seaward of farms,,6.3,NA,NA,NA,NA,NA,NA,Farm,N,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"eyes bulging, ulcer top left eyeball",
773,30,6,29/07/2001,pink,W. Fife,3,seaward of farms,12.06,6.5,NA,NA,NA,NA,NA,NA,No.Farm,N,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,completely clean and perfect looking fish,
774,30,6,16/08/2001,pink,W. Fife,3,seaward of farms,,4.6,NA,NA,NA,NA,NA,NA,Farm,Y,1,0.301029995663981,0.301029995663981,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,
775,30,6,29/07/2001,pink,W. Fife,3,seaward of farms,12.06,4.6,NA,NA,NA,NA,NA,NA,Farm,Y,1,0.301029995663981,0.301029995663981,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
776,1,7,29/07/2001,pink,W. Fife,3,seaward of farms,12.06,4.8,NA,NA,NA,NA,NA,NA,Farm,Y,1,0.301029995663981,0.301029995663981,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
777,1,7,29/07/2001,pink,W. Fife,3,seaward of farms,12.06,5.0,NA,NA,NA,NA,NA,NA,Farm,Y,1,0.301029995663981,0.301029995663981,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
778,1,7,15/08/2001,pink,W. Fife,3,seaward of farms,,5.0,NA,NA,NA,NA,NA,NA,Farm,Y,1,0.301029995663981,0.301029995663981,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3 black lesions,,
779,1,7,29/07/2001,pink,W. Fife,3,seaward of farms,12.06,5.0,NA,NA,NA,NA,NA,NA,Farm,Y,1,0.301029995663981,0.301029995663981,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
780,1,7,29/07/2001,pink,W. Fife,3,seaward of farms,12.06,5.1,NA,NA,NA,NA,NA,NA,Farm,Y,1,0.301029995663981,0.301029995663981,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, on wound on body,
781,1,7,29/07/2001,pink,W. Fife,3,seaward of farms,12.06,5.2,NA,NA,NA,NA,NA,NA,Farm,Y,1,0.301029995663981,0.301029995663981,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
782,1,7,29/07/2001,pink,W. Fife,3,seaward of farms,12.06,5.5,NA,NA,NA,NA,NA,NA,Farm,Y,1,0.301029995663981,0.301029995663981,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2 black lesions,,
783,1,7,15/08/2001,pink,W. Fife,3,seaward of farms,,5.5,NA,NA,NA,NA,NA,NA,Farm,Y,1,0.301029995663981,0.301029995663981,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,tiny puncture wounds,
784,1,7,16/08/2001,pink,W. Fife,3,seaward of farms,,5.7,NA,NA,NA,NA,NA,NA,Farm,Y,1,0.301029995663981,0.301029995663981,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,robust fish,
785,1,7,15/08/2001,pink,W. Fife,3,seaward of farms,,4.2,NA,NA,NA,NA,NA,NA,Farm,Y,2,0.477121254719662,0.477121254719662,NA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,around gill opening,
786,1,7,29/07/2001,pink,W. Fife,3,seaward of farms,12.06,4.5,NA,NA,NA,NA,NA,NA,Farm,Y,2,0.477121254719662,0.477121254719662,NA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
787,1,7,29/07/2001,pink,W. Fife,3,seaward of farms,12.06,4.5,NA,NA,NA,NA,NA,NA,Farm,Y,2,0.477121254719662,0.477121254719662,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
788,1,7,29/07/2001,pink,W. Fife,3,seaward of farms,12.06,4.6,NA,NA,NA,NA,NA,NA,Farm,Y,2,0.477121254719662,0.477121254719662,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3 black lesions,clustered around eyeball,
789,1,7,29/07/2001,pink,W. Fife,3,seaward of farms,12.06,4.6,NA,NA,NA,NA,NA,NA,Farm,Y,2,0.477121254719662,0.477121254719662,NA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3 black lesions,,
790,1,7,29/07/2001,pink,W. Fife,3,seaward of farms,12.06,4.6,NA,NA,NA,NA,NA,NA,Farm,Y,2,0.477121254719662,0.477121254719662,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1 eyeball hemoraging,,
791,1,7,29/07/2001,pink,W. Fife,3,seaward of farms,12.06,4.7,NA,NA,NA,NA,NA,NA,Farm,Y,2,0.477121254719662,0.477121254719662,NA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,head,
792,1,7,29/07/2001,pink,W. Fife,3,seaward of farms,12.06,4.7,NA,NA,NA,NA,NA,NA,Farm,Y,2,0.477121254719662,0.477121254719662,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,head,
793,1,7,29/07/2001,pink,W. Fife,3,seaward of farms,12.06,4.8,NA,NA,NA,NA,NA,NA,Farm,Y,2,0.477121254719662,0.477121254719662,NA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,head,
794,1,7,29/07/2001,pink,W. Fife,3,seaward of farms,12.06,5.0,NA,NA,NA,NA,NA,NA,Farm,Y,2,0.477121254719662,0.477121254719662,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,body,
795,1,7,16/08/2001,pink,W. Fife,3,seaward of farms,,5.0,NA,NA,NA,NA,NA,NA,Farm,Y,2,0.477121254719662,0.477121254719662,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
796,1,7,29/07/2001,pink,W. Fife,3,seaward of farms,12.06,5.0,NA,NA,NA,NA,NA,NA,Farm,Y,2,0.477121254719662,0.477121254719662,NA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,
797,1,7,15/08/2001,pink,W. Fife,3,seaward of farms,,5.2,NA,NA,NA,NA,NA,NA,Farm,Y,2,0.477121254719662,0.477121254719662,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,"pec fins, head and body",
798,1,7,29/07/2001,pink,W. Fife,3,seaward of farms,12.06,5.3,NA,NA,NA,NA,NA,NA,Farm,Y,2,0.477121254719662,0.477121254719662,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
799,1,7,28/06/2001,pink,Walker Point,3,between farms,,5.4,NA,NA,NA,NA,NA,NA,Farm,Y,2,0.477121254719662,0.477121254719662,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
800,1,7,28/06/2001,pink,Walker Point,3,between farms,,5.5,NA,NA,NA,NA,NA,NA,Farm,Y,2,0.477121254719662,0.477121254719662,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,puncture wounds in shape of bitemark up flank,
801,2,7,28/06/2001,pink,Walker Point,3,between farms,,4.2,NA,NA,NA,NA,NA,NA,Farm,Y,3,0.602059991327962,0.602059991327962,NA,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
802,2,7,28/06/2001,pink,Walker Point,3,between farms,,4.4,NA,NA,NA,NA,NA,NA,Farm,Y,3,0.602059991327962,0.602059991327962,NA,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,head,
803,2,7,28/06/2001,pink,Walker Point,3,between farms,,4.4,NA,NA,NA,NA,NA,NA,Farm,Y,3,0.602059991327962,0.602059991327962,NA,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"2 on throat, 1 on vent",
804,2,7,2001-04-07,pink,Walker Point,3,between farms,,4.5,NA,NA,NA,NA,NA,NA,Farm,Y,3,0.602059991327962,0.602059991327962,NA,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,head and body,
805,2,7,28/06/2001,pink,Walker Point,3,between farms,,4.5,NA,NA,NA,NA,NA,NA,Farm,Y,3,0.602059991327962,0.602059991327962,NA,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
806,2,7,2001-04-07,pink,Walker Point,3,between farms,,4.7,NA,NA,NA,NA,NA,NA,Farm,Y,3,0.602059991327962,0.602059991327962,NA,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,head and body,
807,2,7,28/06/2001,pink,Walker Point,3,between farms,,4.7,NA,NA,NA,NA,NA,NA,Farm,Y,3,0.602059991327962,0.602059991327962,NA,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 black lesion,,
808,2,7,28/06/2001,pink,Walker Point,3,between farms,,4.7,NA,NA,NA,NA,NA,NA,Farm,Y,3,0.602059991327962,0.602059991327962,NA,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
809,2,7,16/06/2001,pink,Glacier Falls,3,near farm,,4.7,NA,NA,NA,NA,NA,NA,Farm,Y,3,0.602059991327962,0.602059991327962,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,body,
810,2,7,16/06/2001,pink,Glacier Falls,3,near farm,,4.8,NA,NA,NA,NA,NA,NA,Farm,Y,3,0.602059991327962,0.602059991327962,NA,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 black lesions,head,
811,3,7,16/06/2001,pink,Glacier Falls,3,near farm,,5.1,NA,NA,NA,NA,NA,NA,Farm,Y,3,0.602059991327962,0.602059991327962,NA,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
812,3,7,16/06/2001,pink,Glacier Falls,3,near farm,,5.2,NA,NA,NA,NA,NA,NA,Farm,Y,3,0.602059991327962,0.602059991327962,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"1 on head, 2 on body",
813,3,7,16/06/2001,pink,Glacier Falls,3,near farm,,5.2,NA,NA,NA,NA,NA,NA,Farm,Y,3,0.602059991327962,0.602059991327962,NA,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2 black lesions,,
814,3,7,16/06/2001,pink,Glacier Falls,3,near farm,,5.2,NA,NA,NA,NA,NA,NA,Farm,Y,3,0.602059991327962,0.602059991327962,NA,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
815,3,7,16/06/2001,pink,Glacier Falls,3,near farm,,5.4,NA,NA,NA,NA,NA,NA,Farm,Y,3,0.602059991327962,0.602059991327962,NA,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
816,3,7,16/06/2001,pink,Glacier Falls,3,near farm,,5.5,NA,NA,NA,NA,NA,NA,Farm,Y,3,0.602059991327962,0.602059991327962,NA,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,,,
817,3,7,16/06/2001,pink,Glacier Falls,3,near farm,,5.5,NA,NA,NA,NA,NA,NA,Farm,Y,3,0.602059991327962,0.602059991327962,NA,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,"on head, eyeball and red sore",
818,3,7,16/06/2001,pink,Glacier Falls,3,near farm,,5.7,NA,NA,NA,NA,NA,NA,Farm,Y,3,0.602059991327962,0.602059991327962,NA,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
819,3,7,16/06/2001,pink,Glacier Falls,3,near farm,,5.8,NA,NA,NA,NA,NA,NA,Farm,Y,3,0.602059991327962,0.602059991327962,NA,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bite mark,
820,3,7,16/06/2001,pink,Glacier Falls,3,near farm,,6.2,NA,NA,NA,NA,NA,NA,Farm,Y,3,0.602059991327962,0.602059991327962,NA,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1 red speckled wound,,
821,3,7,16/06/2001,pink,Glacier Falls,3,near farm,,6.5,NA,NA,NA,NA,NA,NA,Farm,Y,3,0.602059991327962,0.602059991327962,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3 black lesions,bleeding from gills and anus,
822,4,7,16/06/2001,pink,Glacier Falls,3,near farm,,4.8,NA,NA,NA,NA,NA,NA,Farm,Y,4,0.698970004336019,0.698970004336019,NA,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
823,4,7,16/06/2001,pink,Glacier Falls,3,near farm,,5.2,NA,NA,NA,NA,NA,NA,Farm,Y,4,0.698970004336019,0.698970004336019,NA,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2 black lesions,on lesions,
824,4,7,16/06/2001,pink,Glacier Falls,3,near farm,,5.2,NA,NA,NA,NA,NA,NA,Farm,Y,4,0.698970004336019,0.698970004336019,NA,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3 black lesions,,
825,4,7,16/06/2001,pink,Glacier Falls,3,near farm,,5.3,NA,NA,NA,NA,NA,NA,Farm,Y,4,0.698970004336019,0.698970004336019,NA,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
826,7,7,16/06/2001,pink,Glacier Falls,3,near farm,,5.4,NA,NA,NA,NA,NA,NA,Farm,Y,4,0.698970004336019,0.698970004336019,NA,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,black raised pinpricks,on head wound,
827,7,7,16/06/2001,pink,Glacier Falls,3,near farm,,5.5,NA,NA,NA,NA,NA,NA,Farm,Y,4,0.698970004336019,0.698970004336019,NA,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
828,10,7,16/06/2001,pink,Glacier Falls,3,near farm,,6.8,NA,NA,NA,NA,NA,NA,Farm,Y,4,0.698970004336019,0.698970004336019,NA,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
829,13,7,16/06/2001,pink,Glacier Falls,3,near farm,,4.5,NA,NA,NA,NA,NA,NA,Farm,Y,5,0.778151250383644,0.778151250383644,NA,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,"throat and red sore, gill plate recessed",
830,13,7,16/06/2001,pink,Glacier Falls,3,near farm,,4.7,NA,NA,NA,NA,NA,NA,Farm,Y,5,0.778151250383644,0.778151250383644,NA,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
831,15,7,16/06/2001,pink,Glacier Falls,3,near farm,,4.7,NA,NA,NA,NA,NA,NA,Farm,Y,5,0.778151250383644,0.778151250383644,NA,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
832,15,7,16/06/2001,pink,Glacier Falls,3,near farm,,4.8,NA,NA,NA,NA,NA,NA,Farm,Y,5,0.778151250383644,0.778151250383644,NA,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,clustered on black body lesions,
833,16,7,16/06/2001,pink,Glacier Falls,3,near farm,,5.5,NA,NA,NA,NA,NA,NA,Farm,Y,5,0.778151250383644,0.778151250383644,NA,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2 black lesions,on lesions,
834,16,7,16/06/2001,pink,Glacier Falls,3,near farm,,5.8,NA,NA,NA,NA,NA,NA,Farm,Y,5,0.778151250383644,0.778151250383644,NA,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
835,19,7,16/06/2001,pink,Glacier Falls,3,near farm,,4.6,NA,NA,NA,NA,NA,NA,Farm,Y,6,0.845098040014257,0.845098040014257,NA,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 black lesion,,
836,19,7,16/06/2001,pink,Glacier Falls,3,near farm,,4.7,NA,NA,NA,NA,NA,NA,Farm,Y,6,0.845098040014257,0.845098040014257,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1black lesion,head and body,
837,19,7,16/06/2001,pink,Glacier Falls,3,near farm,,4.8,NA,NA,NA,NA,NA,NA,Farm,Y,6,0.845098040014257,0.845098040014257,NA,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
838,19,7,16/06/2001,pink,Glacier Falls,3,near farm,,5.2,NA,NA,NA,NA,NA,NA,Farm,Y,6,0.845098040014257,0.845098040014257,NA,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
839,27,7,16/06/2001,pink,Glacier Falls,3,near farm,,5.4,NA,NA,NA,NA,NA,NA,Farm,Y,6,0.845098040014257,0.845098040014257,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"pec fin, head and body",
840,29,7,16/06/2001,pink,Glacier Falls,3,near farm,,5.4,NA,NA,NA,NA,NA,NA,Farm,Y,6,0.845098040014257,0.845098040014257,NA,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,head,
841,29,7,16/06/2001,pink,Glacier Falls,3,near farm,,5.5,NA,NA,NA,NA,NA,NA,Farm,Y,6,0.845098040014257,0.845098040014257,NA,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5 black lesions,,
842,29,7,16/06/2001,pink,Glacier Falls,3,near farm,,5.6,NA,NA,NA,NA,NA,NA,Farm,Y,6,0.845098040014257,0.845098040014257,NA,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,clustered around wounds,
843,29,7,16/06/2001,pink,Glacier Falls,3,near farm,,6.0,NA,NA,NA,NA,NA,NA,Farm,Y,6,0.845098040014257,0.845098040014257,NA,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
844,29,7,16/06/2001,pink,Glacier Falls,3,near farm,,3.2,NA,NA,NA,NA,NA,NA,Farm,Y,7,0.903089986991943,0.903089986991943,NA,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,body,
845,29,7,15/08/2001,pink,W. Fife,3,seaward of farms,,3.6,NA,NA,NA,NA,NA,NA,Farm,Y,7,0.903089986991943,0.903089986991943,NA,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,head,
846,29,7,22/06/2001,pink,West Midsummer,3,seaward of farms,,4.5,NA,NA,NA,NA,NA,NA,Farm,Y,7,0.903089986991943,0.903089986991943,NA,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,on raw wounds,
847,29,7,22/06/2001,pink,West Midsummer,3,seaward of farms,,4.8,NA,NA,NA,NA,NA,NA,Farm,Y,7,0.903089986991943,0.903089986991943,NA,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
848,29,7,22/06/2001,pink,West Midsummer,3,seaward of farms,,5.0,NA,NA,NA,NA,NA,NA,Farm,Y,7,0.903089986991943,0.903089986991943,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 black lesion,head and body,
