farm,year,month,inventory,lep_av,lep_tot,cal_av,cal_tot
Wicklow Point,2017,10,457666,5.76666666666667,2639207.26666667,0.216666666666667,99160.9666666667
Wicklow Point,2017,11,443393,0.545023696682464,241659.691943128,0.0663507109004739,29419.4407582938
Wicklow Point,2017,12,410322,0.4,164128.8,0.02,8206.44
Wicklow Point,2018,5,1122981,0.00526315789473684,5910.42631578947,0.247368421052632,277790.036842105
Wicklow Point,2018,6,1104639,0.105,115987.095,0.8,883711.2
Wicklow Point,2018,7,1056736,0.315384615384615,333278.276923077,0.426923076923077,451144.984615385
Wicklow Point,2018,8,1010701,0.715,722651.215,0.75,758025.75
Wicklow Point,2018,9,958866,1.5,1438299,0.54,517787.64
Wicklow Point,2018,10,938826,2.24285714285714,2105652.6,0.142857142857143,134118
Wicklow Point,2018,11,741606,2.035,1509168.21,0.295,218773.77
Wicklow Point,2018,12,512175,2.11923076923077,1085417.01923077,0.496153846153846,254117.596153846
Wicklow Point,2019,1,508262,0.872058823529412,443234.361764706,0.0955882352941176,48583.8676470588
Wicklow Point,2019,2,498830,0.692,345190.36,0.176,87794.08
Wicklow Point,2019,3,496362,0.715,354898.83,0.47,233290.14
Wicklow Point,2019,4,493411,2.40769230769231,1187981.86923077,2.06923076923077,1020981.22307692
Wicklow Point,2019,5,490756,2.8,1374116.8,1.85,907898.6
Wicklow Point,2019,6,486209,0.341666666666667,166121.408333333,0,0
Wicklow Point,2019,8,472244,0.885,417935.94,0.16,75559.04
Wicklow Point,2019,9,440445,3.703125,1631022.890625,0.353125,155532.140625
Wicklow Point,2019,10,423916,1.05384615384615,446742.246153846,0.0615384615384615,26087.1384615385
Wicklow Point,2019,11,413561,0.611111111111111,252731.722222222,0.0166666666666667,6892.68333333333
Wicklow Point,2019,12,339684,0.533333333333333,181164.8,0.0416666666666667,14153.5
Doctor Islets,2020,5,396017,0.65,NA,0.00211640211640212,NA
Doctor Islets,2020,5,396017,0.6,NA,5.9523809523809e-4,NA
Doctor Islets,2020,6,698771,0.416666666666667,NA,0,NA
Doctor Islets,2020,7,696831,0.233333333333333,NA,2.6455026455026e-4,NA
Doctor Islets,2020,7,696831,0.15,NA,5.9523809523809e-4,NA
Doctor Islets,2020,7,696831,0.0333333333333333,NA,0,NA
Doctor Islets,2020,8,696134,0.125,NA,0.00119047619047619,NA
Doctor Islets,2020,8,696134,0.166666666666667,NA,0,NA
Doctor Islets,2020,8,696134,0.2,NA,5.9523809523809e-4,NA
Doctor Islets,2020,8,696134,0.3,NA,0,NA
Doctor Islets,2020,9,694902,0.35,NA,0.00119047619047619,NA
Doctor Islets,2020,9,694902,0.25,NA,0,NA
Doctor Islets,2020,9,694902,0.475,NA,0,NA
Doctor Islets,2020,9,694902,0.3,NA,0,NA
Doctor Islets,2020,9,694902,0.45,NA,0,NA
Doctor Islets,2020,10,692558,0.475,NA,5.9523809523809e-4,NA
Doctor Islets,2020,10,692558,0.483333333333333,NA,5.2910052910052e-4,NA
Doctor Islets,2020,10,692558,0.55,NA,5.9523809523809e-4,NA
Doctor Islets,2020,10,692558,0.466666666666667,NA,0,NA
Doctor Islets,2020,10,692558,0.3,NA,0,NA
Doctor Islets,2020,11,689388,0.133333333333333,NA,5.2910052910052e-4,NA
Doctor Islets,2020,11,689388,0.375,NA,0.00357142857142857,NA
Doctor Islets,2020,11,689388,0.383333333333333,NA,0.00158730158730159,NA
Doctor Islets,2020,11,689388,0.45,NA,0.00535714285714286,NA
Doctor Islets,2020,12,421156,0.65,NA,0,NA
Doctor Islets,2020,12,421156,0.725,NA,0.0107142857142857,NA
Doctor Islets,2021,1,418522,0.683333333333333,NA,0.0037037037037037,NA
Doctor Islets,2021,1,418522,1.05,NA,0.0494047619047619,NA
Doctor Islets,2021,1,418522,0.75,NA,0.0182539682539683,NA
Doctor Islets,2021,1,418522,2,NA,0.136309523809524,NA
Doctor Islets,2021,1,418522,1.05,NA,0.0142857142857143,NA
Doctor Islets,2021,1,418522,0.9,NA,0.0285714285714286,NA
Doctor Islets,2021,2,416780,2.3125,NA,0.024702380952381,NA
Doctor Islets,2021,2,416780,1.23333333333333,NA,0.00846560846560846,NA
Doctor Islets,2021,2,416780,1.82051282051282,NA,0.0075046904315197,NA
Doctor Islets,2021,2,416780,2,NA,0.00244014030806771,NA
Doctor Islets,2021,2,416780,2.05,NA,0.00952380952380952,NA
Doctor Islets,2021,2,416780,1.85,NA,0,NA
Doctor Islets,2021,2,416780,1.46666666666667,NA,2.6455026455026e-4,NA
Doctor Islets,2021,3,415906,1.55,NA,0.00132275132275132,NA
Doctor Islets,2021,3,415906,1.25,NA,0.00238095238095238,NA
Doctor Islets,2021,3,415906,0.933333333333333,NA,0,NA
Doctor Islets,2021,3,415906,2.2,NA,5.2910052910052e-4,NA
Doctor Islets,2021,3,415906,0.636363636363636,NA,7.97448165869218e-5,NA
Doctor Islets,2021,3,415906,0.04,NA,0,NA
Doctor Islets,2021,3,415906,0.14,NA,0,NA
Doctor Islets,2021,3,415906,0.8,NA,0,NA
Doctor Islets,2021,3,415906,0.3,NA,0,NA
Doctor Islets,2021,3,415906,0.516483516483517,NA,0,NA
Doctor Islets,2021,3,415906,0.2,NA,0,NA
Doctor Islets,2021,3,415906,0.22,NA,0,NA
Doctor Islets,2021,3,415906,0.28,NA,0,NA
Doctor Islets,2021,4,410804,0.55,NA,0.00119047619047619,NA
Doctor Islets,2021,4,410804,0.7,NA,0,NA
Doctor Islets,2021,4,410804,0.483333333333333,NA,0,NA
Doctor Islets,2021,4,410804,0.316666666666667,NA,0,NA
Doctor Islets,2021,4,410804,0.65,NA,0,NA
Doctor Islets,2021,5,407003,0.7,NA,0.00132275132275132,NA
Doctor Islets,2021,5,407003,1.125,NA,0,NA
Doctor Islets,2021,5,407003,0.754098360655738,NA,2.561475409836e-4,NA
Doctor Islets,2021,5,407003,1.6,NA,0.00654761904761905,NA
Doctor Islets,2021,5,407003,1,NA,0.00952380952380952,NA
Doctor Islets,2021,6,NA,1.075,NA,0.00416666666666667,NA
Doctor Islets,2021,6,NA,0.8,NA,0.00119047619047619,NA
Doctor Islets,2021,6,NA,0.75,NA,0,NA
Doctor Islets,2021,6,NA,1.45,NA,0,NA
Doctor Islets,2021,6,NA,0.75,NA,0,NA
Doctor Islets,2021,6,NA,1.15,NA,0,NA
Doctor Islets,2021,6,NA,0.7,NA,0,NA
Doctor Islets,2021,6,NA,1.525,NA,0.00119047619047619,NA
Doctor Islets,2021,6,NA,0.825,NA,0.00178571428571429,NA
Doctor Islets,2021,7,NA,1.0875,NA,2.9761904761904e-4,NA
Doctor Islets,2021,7,NA,0.6,NA,0,NA
Doctor Islets,2021,7,NA,1.775,NA,0,NA
Doctor Islets,2021,7,NA,0.8,NA,0,NA
Doctor Islets,2021,7,NA,1.3,NA,0,NA
Doctor Islets,2021,8,NA,1.1,NA,0,NA
Doctor Islets,2021,8,NA,0.875,NA,0,NA
Doctor Islets,2021,8,NA,1.33333333333333,NA,0,NA
Doctor Islets,2021,8,NA,1.9,NA,0,NA
Doctor Islets,2021,8,NA,0.666666666666667,NA,5.2910052910052e-4,NA
Doctor Islets,2021,9,NA,1.45,NA,0,NA
Doctor Islets,2021,9,NA,0.933333333333333,NA,0,NA
Doctor Islets,2021,9,NA,0.725,NA,0,NA
Doctor Islets,2021,9,NA,0.883333333333333,NA,0,NA
Doctor Islets,2021,9,NA,0.825,NA,0,NA
Doctor Islets,2021,10,NA,0.6,NA,5.2910052910052e-4,NA
Doctor Islets,2021,10,NA,0.975,NA,0.00357142857142857,NA
Doctor Islets,2021,10,NA,1.13333333333333,NA,0.00132275132275132,NA
Humphrey Rocks,2020,1,626976,0.566666666666667,NA,0.00185185185185185,NA
Humphrey Rocks,2020,1,626976,2.375,NA,0.00476190476190476,NA
Humphrey Rocks,2020,1,626976,1.01666666666667,NA,5.2910052910052e-4,NA
Humphrey Rocks,2020,1,626976,1.825,NA,0.00595238095238095,NA
Humphrey Rocks,2020,1,626976,0.783333333333333,NA,0.00502645502645503,NA
Humphrey Rocks,2020,2,623952,2.3,NA,0.0113095238095238,NA
Humphrey Rocks,2020,2,623952,0.683333333333333,NA,0.00158730158730159,NA
Humphrey Rocks,2020,2,623952,0.5,NA,0.00158730158730159,NA
Humphrey Rocks,2020,2,623952,0.283333333333333,NA,0.00132275132275132,NA
Humphrey Rocks,2020,3,620610,0.15,NA,0,NA
Humphrey Rocks,2020,3,620610,0.1,NA,0,NA
Humphrey Rocks,2020,3,620610,0.0333333333333333,NA,0.00105820105820106,NA
Humphrey Rocks,2020,3,620610,0.15,NA,5.9523809523809e-4,NA
Humphrey Rocks,2020,4,618200,0.0666666666666667,NA,0,NA
Humphrey Rocks,2020,4,618200,0,NA,5.9523809523809e-4,NA
Humphrey Rocks,2020,4,618200,0.2,NA,2.6455026455026e-4,NA
Humphrey Rocks,2020,4,618200,0.15,NA,0,NA
Humphrey Rocks,2020,4,618200,0.1,NA,0.00132275132275132,NA
Humphrey Rocks,2020,5,616690,0.1,NA,0.00178571428571429,NA
Humphrey Rocks,2020,5,616690,0.183333333333333,NA,0,NA
Humphrey Rocks,2020,5,616690,0.1,NA,0.00238095238095238,NA
Humphrey Rocks,2020,6,607178,0.116666666666667,NA,0.00105820105820106,NA
Humphrey Rocks,2020,7,605145,0.566666666666667,NA,2.6455026455026e-4,NA
Humphrey Rocks,2020,7,605145,0.625,NA,5.9523809523809e-4,NA
Humphrey Rocks,2020,7,605145,0.483333333333333,NA,0,NA
Humphrey Rocks,2020,8,602127,0.575,NA,0,NA
Humphrey Rocks,2020,8,602127,0.65,NA,2.6455026455026e-4,NA
Humphrey Rocks,2020,8,602127,0.375,NA,0,NA
Humphrey Rocks,2020,8,602127,0.433333333333333,NA,0.00158730158730159,NA
Humphrey Rocks,2020,9,599009,0.3,NA,0,NA
Humphrey Rocks,2020,9,599009,0.466666666666667,NA,0,NA
Humphrey Rocks,2020,9,599009,0.35,NA,0,NA
Humphrey Rocks,2020,9,599009,0.416666666666667,NA,0,NA
Humphrey Rocks,2020,10,587730,0.275,NA,0.00238095238095238,NA
Humphrey Rocks,2020,10,587730,0.333333333333333,NA,0,NA
Humphrey Rocks,2020,10,587730,0.45,NA,0.00119047619047619,NA
Humphrey Rocks,2020,10,587730,0.516666666666667,NA,0,NA
Humphrey Rocks,2020,10,587730,0.475,NA,0.00178571428571429,NA
Humphrey Rocks,2020,11,369708,0.433333333333333,NA,2.6455026455026e-4,NA
Humphrey Rocks,2020,11,369708,0.375,NA,5.9523809523809e-4,NA
Humphrey Rocks,2020,11,369708,0.2,NA,2.6455026455026e-4,NA
Humphrey Rocks,2020,11,369708,0.45,NA,0,NA
Humphrey Rocks,2020,12,365448,0.6,NA,7.9365079365079e-4,NA
Humphrey Rocks,2020,12,365448,0.625,NA,0.00892857142857143,NA
Humphrey Rocks,2021,5,NA,0.05,NA,0.00119047619047619,NA
Humphrey Rocks,2021,6,NA,0.133333333333333,NA,5.2910052910052e-4,NA
Humphrey Rocks,2021,6,NA,0.075,NA,0.00119047619047619,NA
Humphrey Rocks,2021,6,NA,0.433333333333333,NA,2.6455026455026e-4,NA
Humphrey Rocks,2021,6,NA,0.475,NA,0.00297619047619048,NA
Humphrey Rocks,2021,7,NA,0.466666666666667,NA,0,NA
Humphrey Rocks,2021,7,NA,0.5,NA,5.9523809523809e-4,NA
Humphrey Rocks,2021,7,NA,0.783333333333333,NA,0,NA
Humphrey Rocks,2021,7,NA,0.55,NA,0,NA
Humphrey Rocks,2021,7,NA,0.766666666666667,NA,0,NA
Humphrey Rocks,2021,8,NA,0.65,NA,0,NA
Humphrey Rocks,2021,8,NA,0.5,NA,0,NA
Humphrey Rocks,2021,8,NA,0.475,NA,0,NA
Humphrey Rocks,2021,8,NA,0.266666666666667,NA,0,NA
Humphrey Rocks,2021,9,NA,0.275,NA,0,NA
Humphrey Rocks,2021,9,NA,0.316666666666667,NA,0,NA
Humphrey Rocks,2021,9,NA,0.625,NA,0,NA
Humphrey Rocks,2021,9,NA,0.55,NA,0,NA
Humphrey Rocks,2021,9,NA,0.325,NA,0,NA
Humphrey Rocks,2021,10,NA,0.2,NA,2.6455026455026e-4,NA
Humphrey Rocks,2021,10,NA,1.225,NA,0,NA
Humphrey Rocks,2021,10,NA,0.85,NA,7.9365079365079e-4,NA
Humphrey Rocks,2021,10,NA,1.55,NA,5.9523809523809e-4,NA
Humphrey Rocks,2021,11,NA,1.075,NA,0.00297619047619048,NA
Humphrey Rocks,2021,11,NA,1.05,NA,0,NA
Humphrey Rocks,2021,11,NA,1.3,NA,0.0044973544973545,NA
Humphrey Rocks,2021,11,NA,1.98333333333333,NA,0.00158730158730159,NA
Humphrey Rocks,2021,11,NA,0.742857142857143,NA,5.9523809523809e-4,NA
Humphrey Rocks,2021,11,NA,0.728571428571429,NA,0,NA
Humphrey Rocks,2021,11,NA,0.7,NA,5.9523809523809e-4,NA
Humphrey Rocks,2021,12,NA,0.485714285714286,NA,0,NA
Humphrey Rocks,2021,12,NA,1.05714285714286,NA,0.00158730158730159,NA
Humphrey Rocks,2021,12,NA,0.569230769230769,NA,0,NA
Humphrey Rocks,2021,12,NA,0.5,NA,0.00714285714285714,NA
Humphrey Rocks,2021,12,NA,0.2,NA,0.019047619047619,NA
Humphrey Rocks,2021,12,NA,0.475,NA,5.9523809523809e-4,NA
Humphrey Rocks,2021,12,NA,0.85,NA,0.0169312169312169,NA
Humphrey Rocks,2021,12,NA,0.625,NA,0.00476190476190476,NA
Larsen Island,2020,1,746475,0.125,NA,0,NA
Larsen Island,2020,1,746475,0.65,NA,0,NA
Larsen Island,2020,1,746475,0.05,NA,0,NA
Larsen Island,2020,1,746475,0.366666666666667,NA,0,NA
Larsen Island,2020,1,746475,0.283333333333333,NA,0,NA
Larsen Island,2020,2,740409,0.575,NA,0.00416666666666667,NA
Larsen Island,2020,2,740409,0.833333333333333,NA,0.00185185185185185,NA
Larsen Island,2020,2,740409,0.975,NA,0,NA
Larsen Island,2020,2,740409,0.616666666666667,NA,0.00105820105820106,NA
Larsen Island,2020,3,736302,0.8,NA,0.00238095238095238,NA
Larsen Island,2020,3,736302,0.95,NA,0.00238095238095238,NA
Larsen Island,2020,3,736302,0.466666666666667,NA,0.00132275132275132,NA
Larsen Island,2020,3,736302,0.9,NA,0.00238095238095238,NA
Larsen Island,2020,3,736302,0.283333333333333,NA,5.2910052910052e-4,NA
Larsen Island,2020,4,727669,0.45,NA,0.00416666666666667,NA
Larsen Island,2020,4,727669,0.95,NA,5.2910052910052e-4,NA
Larsen Island,2020,4,727669,0.65,NA,0.00714285714285714,NA
Larsen Island,2020,4,727669,0.95,NA,0.00476190476190476,NA
Larsen Island,2020,4,727669,0.716666666666667,NA,0.00132275132275132,NA
Larsen Island,2020,5,721239,0.125,NA,0,NA
Larsen Island,2020,5,721239,0.6,NA,0.00158730158730159,NA
Larsen Island,2020,5,721239,0.55,NA,5.9523809523809e-4,NA
Larsen Island,2020,5,721239,0.4,NA,0.00238095238095238,NA
Larsen Island,2021,2,699974,0.0833333333333333,NA,0,NA
Larsen Island,2021,2,699974,0.183333333333333,NA,0.00502645502645503,NA
Larsen Island,2021,2,699974,0,NA,0.00178571428571429,NA
Larsen Island,2021,3,796700,0.1,NA,0.00846560846560846,NA
Larsen Island,2021,3,796700,0.25,NA,0.00833333333333333,NA
Larsen Island,2021,3,796700,0.366666666666667,NA,0.00343915343915344,NA
Larsen Island,2021,3,796700,0.175,NA,0.00238095238095238,NA
Larsen Island,2021,3,796700,1.08333333333333,NA,0.0243386243386243,NA
Larsen Island,2021,4,794455,1.3,NA,0.0142857142857143,NA
Larsen Island,2021,4,794455,1.65,NA,0.0185185185185185,NA
Larsen Island,2021,4,794455,2.5,NA,0.0375,NA
Larsen Island,2021,4,794455,1.88333333333333,NA,0.0177248677248677,NA
Larsen Island,2021,4,794455,1.48148148148148,NA,0.0172839506172839,NA
Larsen Island,2021,4,794455,1.03333333333333,NA,0.0275132275132275,NA
Larsen Island,2021,4,794455,2.25,NA,0.0321428571428571,NA
Larsen Island,2021,4,794455,1.15,NA,0.0333333333333333,NA
Larsen Island,2021,5,791783,1.575,NA,0.0214285714285714,NA
Larsen Island,2021,5,791783,1.13333333333333,NA,7.9365079365079e-4,NA
Larsen Island,2021,5,791783,1.825,NA,8.5978835978836e-4,NA
Larsen Island,2021,5,791783,1.6,NA,0.00105820105820106,NA
Larsen Island,2021,5,791783,1.35,NA,0,NA
Larsen Island,2021,5,791783,2.21666666666667,NA,2.6455026455026e-4,NA
Larsen Island,2021,5,791783,1.49579831932773,NA,5.3781512605042e-4,NA
Larsen Island,2021,5,791783,1.7,NA,0.00211640211640212,NA
Larsen Island,2021,5,791783,1.2,NA,0.00178571428571429,NA
Larsen Island,2021,6,NA,0.783333333333333,NA,0.00264550264550265,NA
Larsen Island,2021,6,NA,1.2,NA,0.00105820105820106,NA
Larsen Island,2021,6,NA,0.475,NA,5.9523809523809e-4,NA
Larsen Island,2021,6,NA,0.6875,NA,1.4880952380952e-4,NA
Larsen Island,2021,6,NA,0.775,NA,0.00178571428571429,NA
Larsen Island,2021,6,NA,0.175,NA,5.9523809523809e-4,NA
Larsen Island,2021,6,NA,0.075,NA,0.00119047619047619,NA
Larsen Island,2021,6,NA,0.15,NA,5.9523809523809e-4,NA
Larsen Island,2021,6,NA,0.075,NA,0,NA
Larsen Island,2021,6,NA,0.433333333333333,NA,0.00264550264550265,NA
Larsen Island,2021,6,NA,0.175,NA,0.00119047619047619,NA
Larsen Island,2021,7,NA,0.841666666666667,NA,5.2910052910052e-4,NA
Larsen Island,2021,7,NA,1.35,NA,0,NA
Larsen Island,2021,7,NA,1.91666666666667,NA,0.00185185185185185,NA
Midsummer Island,2020,1,413151,5.3,NA,0.030952380952381,NA
Midsummer Island,2020,1,413151,1.58571428571429,NA,0.00357142857142857,NA
Midsummer Island,2020,1,413151,2.4,NA,0.00289634146341463,NA
Midsummer Island,2020,1,413151,0.72,NA,0.00117647058823529,NA
Midsummer Island,2020,1,413151,7.975,NA,0.0226190476190476,NA
Midsummer Island,2020,1,413151,3.4375,NA,0.00396341463414634,NA
Midsummer Island,2020,1,413151,1.84,NA,0.00313725490196078,NA
Midsummer Island,2020,1,413151,8.51,NA,0.0144761904761905,NA
Midsummer Island,2020,1,413151,2.96,NA,0.00274509803921569,NA
Midsummer Island,2020,1,413151,1.35,NA,0.00655737704918033,NA
Midsummer Island,2020,1,413151,2.27142857142857,NA,0.00555555555555556,NA
Midsummer Island,2020,1,413151,3.2,NA,0.00608465608465608,NA
Midsummer Island,2020,1,413151,6.075,NA,0.0226190476190476,NA
Midsummer Island,2020,2,410716,7.25,NA,0.0198412698412698,NA
Midsummer Island,2020,2,410716,4.1,NA,0.0339285714285714,NA
Midsummer Island,2020,2,410716,1.95,NA,0.00978835978835979,NA
Midsummer Island,2020,2,410716,1,NA,0.00892857142857143,NA
Midsummer Island,2020,3,406071,1.36666666666667,NA,0.0044973544973545,NA
Midsummer Island,2020,3,406071,0.366666666666667,NA,0.00625,NA
Midsummer Island,2020,3,406071,0.416666666666667,NA,7.9365079365079e-4,NA
Midsummer Island,2020,3,406071,0.25,NA,0.00119047619047619,NA
Midsummer Island,2020,3,406071,0.333333333333333,NA,0.00238095238095238,NA
Midsummer Island,2020,4,400623,0.425,NA,0.00178571428571429,NA
Midsummer Island,2020,4,400623,0.183333333333333,NA,7.9365079365079e-4,NA
Midsummer Island,2020,4,400623,0.15,NA,0.00178571428571429,NA
Midsummer Island,2020,4,400623,0.316666666666667,NA,0.00132275132275132,NA
Midsummer Island,2020,5,395466,0.075,NA,0.00178571428571429,NA
Midsummer Island,2020,5,395466,0.366666666666667,NA,0.00264550264550265,NA
Midsummer Island,2020,5,395466,0.15,NA,0.00119047619047619,NA
Midsummer Island,2020,5,395466,0.633333333333333,NA,2.6455026455026e-4,NA
Midsummer Island,2020,6,392231,0.3,NA,0.00833333333333333,NA
Midsummer Island,2020,7,389801,1.025,NA,0.0113095238095238,NA
Midsummer Island,2020,7,389801,1.55,NA,0.00925925925925926,NA
Midsummer Island,2020,7,389801,2.225,NA,0.00952380952380952,NA
Midsummer Island,2020,8,387723,2.55,NA,0.00238095238095238,NA
Midsummer Island,2020,8,387723,2.7,NA,0.00238095238095238,NA
Midsummer Island,2020,8,387723,1.6,NA,0.00714285714285714,NA
Midsummer Island,2020,8,387723,2.075,NA,0.0148809523809524,NA
Midsummer Island,2020,8,387723,2.75,NA,0.0285714285714286,NA
Midsummer Island,2020,8,387723,1.9,NA,0.0119047619047619,NA
Midsummer Island,2020,8,387723,0.32,NA,7.8431372549019e-4,NA
Midsummer Island,2020,8,387723,0.12,NA,7.8431372549019e-4,NA
Midsummer Island,2020,8,387723,0.375,NA,0,NA
Midsummer Island,2020,8,387723,3.075,NA,0.00892857142857143,NA
Midsummer Island,2020,8,387723,1.575,NA,0.0202380952380952,NA
Midsummer Island,2020,8,387723,3.7,NA,0.0154761904761905,NA
Midsummer Island,2020,8,387723,2.45,NA,0.0642857142857143,NA
Midsummer Island,2020,8,387723,3.21666666666667,NA,0.0103174603174603,NA
Midsummer Island,2020,8,387723,1.925,NA,0.0136904761904762,NA
Midsummer Island,2020,8,387723,1.375,NA,0.00297619047619048,NA
Midsummer Island,2020,8,387723,1.1,NA,0.00476190476190476,NA
Midsummer Island,2020,9,370610,1.1,NA,5.2910052910052e-4,NA
Midsummer Island,2020,9,370610,1.23125,NA,0,NA
Midsummer Island,2020,9,370610,1.26666666666667,NA,2.6455026455026e-4,NA
Midsummer Island,2020,9,370610,0.85,NA,0,NA
Midsummer Island,2020,9,370610,0.916666666666667,NA,0,NA
Midsummer Island,2020,10,363768,0.65,NA,0,NA
Midsummer Island,2020,10,363768,0.516666666666667,NA,0,NA
Midsummer Island,2020,10,363768,1,NA,0,NA
Midsummer Island,2020,10,363768,0.7375,NA,0,NA
Midsummer Island,2021,6,NA,0.1,NA,0.00119047619047619,NA
Midsummer Island,2021,6,NA,0.025,NA,0,NA
Midsummer Island,2021,6,NA,0,NA,5.9523809523809e-4,NA
Midsummer Island,2021,6,NA,0.075,NA,0.00119047619047619,NA
Midsummer Island,2021,7,NA,0.283333333333333,NA,0,NA
Midsummer Island,2021,7,NA,0.475,NA,0.00357142857142857,NA
Midsummer Island,2021,7,NA,1.31666666666667,NA,0.00925925925925926,NA
Midsummer Island,2021,7,NA,2.2,NA,0.00476190476190476,NA
Midsummer Island,2021,7,NA,4.61666666666667,NA,0.00806878306878307,NA
Midsummer Island,2021,7,NA,7.525,NA,0.00982142857142857,NA
Midsummer Island,2021,8,NA,3.4625,NA,0.015327380952381,NA
Midsummer Island,2021,8,NA,3.15,NA,0.0107142857142857,NA
Midsummer Island,2021,8,NA,3.125,NA,0.00907738095238095,NA
Midsummer Island,2021,8,NA,0.86,NA,0.00117647058823529,NA
Midsummer Island,2021,8,NA,2.90909090909091,NA,0.0018341307814992,NA
Midsummer Island,2021,8,NA,1.2,NA,0.00155826558265583,NA
Midsummer Island,2021,8,NA,0.81,NA,8.8235294117647e-4,NA
Midsummer Island,2021,8,NA,1.12,NA,9.8039215686274e-4,NA
Midsummer Island,2021,8,NA,1.08,NA,9.80392156862745e-5,NA
Midsummer Island,2021,8,NA,1.3,NA,0.00773809523809524,NA
Midsummer Island,2021,8,NA,1.75,NA,0.00892857142857143,NA
Midsummer Island,2021,9,NA,2.4,NA,0.0125,NA
Midsummer Island,2021,9,NA,2.68,NA,0.00742857142857143,NA
Midsummer Island,2021,9,NA,3.43,NA,0.0121904761904762,NA
Midsummer Island,2021,9,NA,4.74375,NA,0.00457589285714286,NA
Midsummer Island,2021,9,NA,8.475,NA,0.0583333333333333,NA
Midsummer Island,2021,9,NA,11.0166666666667,NA,0.021957671957672,NA
Midsummer Island,2021,9,NA,6.82926829268293,NA,0.0153148043108338,NA
Midsummer Island,2021,10,NA,5.275,NA,0.0410714285714286,NA
Midsummer Island,2021,10,NA,5.5125,NA,0.00892857142857143,NA
Midsummer Island,2021,10,NA,0.9,NA,0,NA
Midsummer Island,2021,10,NA,0.833333333333333,NA,0,NA
Midsummer Island,2021,10,NA,0.3,NA,5.2910052910052e-4,NA
Midsummer Island,2021,10,NA,0.983333333333333,NA,5.2910052910052e-4,NA
Midsummer Island,2021,10,NA,0.216666666666667,NA,2.6455026455026e-4,NA
Midsummer Island,2021,10,NA,0.325,NA,1.4880952380952e-4,NA
Midsummer Island,2021,10,NA,1.56666666666667,NA,0,NA
Midsummer Island,2021,10,NA,0.06,NA,0,NA
Midsummer Island,2021,10,NA,0.15,NA,0,NA
Midsummer Island,2021,10,NA,0,NA,0,NA
Midsummer Island,2021,10,NA,0,NA,0,NA
Midsummer Island,2021,10,NA,0.425,NA,0,NA
Midsummer Island,2021,10,NA,0.0625,NA,0,NA
Midsummer Island,2021,11,NA,0.15,NA,0,NA
Midsummer Island,2021,11,NA,0.3,NA,0,NA
Midsummer Island,2021,11,NA,0.183333333333333,NA,0,NA
Midsummer Island,2021,12,NA,0.05,NA,0.00238095238095238,NA
Midsummer Island,2021,12,NA,0.516666666666667,NA,0,NA
Midsummer Island,2021,12,NA,0.15,NA,0,NA
Midsummer Island,2021,12,NA,0.1,NA,0,NA
Midsummer Island,2021,12,NA,0.25,NA,0,NA
Port Elizabeth,2020,1,716071,0,NA,0.0119047619047619,NA
Port Elizabeth,2020,1,716071,0.55,NA,5.9523809523809e-4,NA
Port Elizabeth,2020,1,716071,0.825,NA,0,NA
Port Elizabeth,2020,1,716071,0.683333333333333,NA,0.00211640211640212,NA
Port Elizabeth,2020,2,709828,0.65,NA,0,NA
Port Elizabeth,2020,2,709828,0.925,NA,0.00654761904761905,NA
Port Elizabeth,2020,2,709828,1.1,NA,0.0166666666666667,NA
Port Elizabeth,2020,2,709828,0.3,NA,0.00185185185185185,NA
Port Elizabeth,2020,2,709828,0.816666666666667,NA,0.00317460317460317,NA
Port Elizabeth,2020,2,709828,0.3,NA,0,NA
Port Elizabeth,2020,3,706501,0.55,NA,0.00317460317460317,NA
Port Elizabeth,2020,3,706501,1.48333333333333,NA,0.00105820105820106,NA
Port Elizabeth,2020,3,706501,0.683333333333333,NA,0.00105820105820106,NA
Port Elizabeth,2020,3,706501,1.4,NA,5.2910052910052e-4,NA
Port Elizabeth,2020,3,706501,0.0875,NA,0,NA
Port Elizabeth,2020,3,706501,0.825,NA,0.00178571428571429,NA
Port Elizabeth,2020,4,700265,0.425,NA,5.9523809523809e-4,NA
Port Elizabeth,2020,4,700265,0.11,NA,0,NA
Port Elizabeth,2020,4,700265,0.05,NA,0,NA
Port Elizabeth,2020,4,700265,0.225,NA,0,NA
Port Elizabeth,2020,5,693995,0.15,NA,0,NA
Port Elizabeth,2020,5,693995,0.05,NA,0,NA
Port Elizabeth,2020,5,693995,0.116666666666667,NA,0,NA
Port Elizabeth,2020,5,693995,0.1,NA,2.6455026455026e-4,NA
Port Elizabeth,2020,6,692448,0.483333333333333,NA,0,NA
Port Elizabeth,2021,2,557351,0,NA,0.0237037037037037,NA
Port Elizabeth,2021,2,557351,0,NA,0,NA
Port Elizabeth,2021,2,557351,0,NA,0,NA
Port Elizabeth,2021,2,557351,0,NA,0.00238095238095238,NA
Port Elizabeth,2021,2,557351,0,NA,0.0235449735449735,NA
Port Elizabeth,2021,2,557351,0.05,NA,0.00714285714285714,NA
Port Elizabeth,2021,3,555257,0.116666666666667,NA,0.0283068783068783,NA
Port Elizabeth,2021,3,555257,0.775,NA,0.00476190476190476,NA
Port Elizabeth,2021,3,555257,0.266666666666667,NA,0.00634920634920635,NA
Port Elizabeth,2021,3,555257,0.5,NA,0.00238095238095238,NA
