farm,year,month,inventory,lep_av,lep_tot,cal_av,cal_tot
Port Elizabeth,2021,3,555257,0.316666666666667,NA,0.00740740740740741,NA
Port Elizabeth,2021,4,552665,0.625,NA,0.00119047619047619,NA
Port Elizabeth,2021,4,552665,0.6,NA,0.00654761904761905,NA
Port Elizabeth,2021,4,552665,0.45,NA,0.00714285714285714,NA
Port Elizabeth,2021,4,552665,1.11666666666667,NA,0.00423280423280423,NA
Port Elizabeth,2021,4,552665,1.5,NA,0.0101190476190476,NA
Port Elizabeth,2021,4,552665,0.483333333333333,NA,0.00291005291005291,NA
Port Elizabeth,2021,4,552665,0.25,NA,0.00396825396825397,NA
Port Elizabeth,2021,4,552665,1.58333333333333,NA,0.0082010582010582,NA
Port Elizabeth,2021,4,552665,0.85,NA,0.019047619047619,NA
Port Elizabeth,2021,5,550468,1.375,NA,0.0130952380952381,NA
Port Elizabeth,2021,5,550468,0.45,NA,0.00608465608465608,NA
Port Elizabeth,2021,5,550468,0.975,NA,0.00714285714285714,NA
Port Elizabeth,2021,5,550468,0.933333333333333,NA,0.00502645502645503,NA
Port Elizabeth,2021,5,550468,0.766666666666667,NA,0.00423280423280423,NA
Port Elizabeth,2021,5,550468,1.425,NA,0.00595238095238095,NA
Port Elizabeth,2021,5,550468,1,NA,0.00476190476190476,NA
Port Elizabeth,2021,5,550468,1,NA,0.00119047619047619,NA
Port Elizabeth,2021,6,NA,0.766666666666667,NA,0.00343915343915344,NA
Port Elizabeth,2021,6,NA,1.225,NA,0.00178571428571429,NA
Port Elizabeth,2021,6,NA,0.4125,NA,7.4404761904761e-4,NA
Port Elizabeth,2021,6,NA,0.775,NA,5.9523809523809e-4,NA
Port Elizabeth,2021,6,NA,0.175,NA,0,NA
Port Elizabeth,2021,6,NA,0.425,NA,0.00119047619047619,NA
Sargeaunt Passage,2020,1,900247,0.0333333333333333,NA,0,NA
Sargeaunt Passage,2020,1,900247,1.375,NA,0.00297619047619048,NA
Sargeaunt Passage,2020,1,900247,1.23333333333333,NA,0.00396825396825397,NA
Sargeaunt Passage,2020,1,900247,0.35,NA,0,NA
Sargeaunt Passage,2020,1,900247,0.916666666666667,NA,0.00211640211640212,NA
Sargeaunt Passage,2020,2,898306,2,NA,0.00654761904761905,NA
Sargeaunt Passage,2020,2,898306,0.883333333333333,NA,0.00343915343915344,NA
Sargeaunt Passage,2020,2,898306,0.6,NA,0.00297619047619048,NA
Sargeaunt Passage,2020,2,898306,0.4,NA,0.00132275132275132,NA
Sargeaunt Passage,2020,3,897022,0.35,NA,2.6455026455026e-4,NA
Sargeaunt Passage,2020,3,897022,0.166666666666667,NA,5.2910052910052e-4,NA
Sargeaunt Passage,2020,3,897022,0.25,NA,0.00178571428571429,NA
Sargeaunt Passage,2020,3,897022,0,NA,0.00105820105820106,NA
Sargeaunt Passage,2020,4,895147,0.0166666666666667,NA,5.2910052910052e-4,NA
Sargeaunt Passage,2020,4,895147,0.15,NA,0.00178571428571429,NA
Sargeaunt Passage,2020,4,895147,0.15,NA,0.00185185185185185,NA
Sargeaunt Passage,2020,4,895147,0.025,NA,0.00119047619047619,NA
Sargeaunt Passage,2020,4,895147,0.0666666666666667,NA,2.6455026455026e-4,NA
Sargeaunt Passage,2020,5,893403,0.0333333333333333,NA,5.2910052910052e-4,NA
Sargeaunt Passage,2020,5,893403,0.0333333333333333,NA,2.6455026455026e-4,NA
Sargeaunt Passage,2020,5,893403,0,NA,5.9523809523809e-4,NA
Sargeaunt Passage,2020,6,831313,0.0833333333333333,NA,0.00185185185185185,NA
Sargeaunt Passage,2020,7,828936,0.133333333333333,NA,0,NA
Sargeaunt Passage,2020,7,828936,0.05,NA,0,NA
Sargeaunt Passage,2020,7,828936,0.0333333333333333,NA,0,NA
Sargeaunt Passage,2020,8,823252,0.1,NA,0,NA
Sargeaunt Passage,2020,8,823252,0.1,NA,0,NA
Sargeaunt Passage,2020,8,823252,0.1,NA,7.9365079365079e-4,NA
Sargeaunt Passage,2020,8,823252,0,NA,0,NA
Sargeaunt Passage,2020,8,823252,0,NA,0,NA
Sargeaunt Passage,2020,9,443635,0.1,NA,0,NA
Sargeaunt Passage,2020,9,443635,0.1,NA,0,NA
Sargeaunt Passage,2021,4,NA,0.025,NA,5.9523809523809e-4,NA
Sargeaunt Passage,2021,5,986126,0,NA,0,NA
Sargeaunt Passage,2021,5,986126,0.275,NA,0.00416666666666667,NA
Sargeaunt Passage,2021,5,986126,0.166666666666667,NA,0.0044973544973545,NA
Sargeaunt Passage,2021,5,986126,0.35,NA,0.00714285714285714,NA
Sargeaunt Passage,2021,6,NA,0.175,NA,0.00476190476190476,NA
Sargeaunt Passage,2021,6,NA,0.0833333333333333,NA,0,NA
Sargeaunt Passage,2021,6,NA,0.325,NA,5.9523809523809e-4,NA
Sargeaunt Passage,2021,7,NA,0.383333333333333,NA,0,NA
Sargeaunt Passage,2021,7,NA,0.325,NA,0,NA
Sargeaunt Passage,2021,7,NA,0.3,NA,0,NA
Sargeaunt Passage,2021,7,NA,0.025,NA,0,NA
Sargeaunt Passage,2021,7,NA,0.0166666666666667,NA,0,NA
Sargeaunt Passage,2021,8,NA,0.05,NA,0,NA
Sargeaunt Passage,2021,8,NA,0.0666666666666667,NA,0,NA
Sargeaunt Passage,2021,8,NA,0.125,NA,0,NA
Sargeaunt Passage,2021,8,NA,0.3,NA,0,NA
Sargeaunt Passage,2021,8,NA,0,NA,0,NA
Sargeaunt Passage,2021,9,NA,0.025,NA,0,NA
Sargeaunt Passage,2021,9,NA,0.0571428571428571,NA,0,NA
Sargeaunt Passage,2021,9,NA,0.1,NA,0,NA
Sargeaunt Passage,2021,9,NA,0,NA,0,NA
Sargeaunt Passage,2021,9,NA,0.024390243902439,NA,0,NA
Sargeaunt Passage,2021,9,NA,0.075,NA,0,NA
Sargeaunt Passage,2021,10,NA,0.0166666666666667,NA,0,NA
Sargeaunt Passage,2021,10,NA,0.4,NA,5.9523809523809e-4,NA
Sargeaunt Passage,2021,10,NA,0.1,NA,0,NA
Sargeaunt Passage,2021,10,NA,0.425,NA,0.00654761904761905,NA
Sargeaunt Passage,2021,11,NA,0.65,NA,0.00952380952380952,NA
Sargeaunt Passage,2021,11,NA,0.283333333333333,NA,0,NA
Sargeaunt Passage,2021,11,NA,0.75,NA,0.00833333333333333,NA
Sargeaunt Passage,2021,12,NA,0.766666666666667,NA,0,NA
Sargeaunt Passage,2021,12,NA,0.65,NA,0.0702380952380952,NA
Sargeaunt Passage,2021,12,NA,0.75,NA,0.028042328042328,NA
Sargeaunt Passage,2021,12,NA,0.825,NA,0.0952380952380952,NA
Swanson Island,2020,1,399359,0,NA,0.0214285714285714,NA
Swanson Island,2020,1,399359,0.275,NA,0.00654761904761905,NA
Swanson Island,2020,1,399359,0.65,NA,0.0214285714285714,NA
Swanson Island,2021,3,800161,0,NA,0,NA
Swanson Island,2021,3,800161,0,NA,0,NA
Swanson Island,2021,3,800161,0,NA,0.00355385456533625,NA
Swanson Island,2021,3,800161,0.05,NA,0.00238095238095238,NA
Swanson Island,2021,3,800161,0.116666666666667,NA,0.00529100529100529,NA
Swanson Island,2021,4,798330,0.9,NA,0.00238095238095238,NA
Swanson Island,2021,4,798330,0.383333333333333,NA,0.00952380952380952,NA
Swanson Island,2021,4,798330,0.625,NA,0.0125,NA
Swanson Island,2021,4,798330,0.3,NA,0.00105820105820106,NA
Swanson Island,2021,5,795992,0.725,NA,0.0160714285714286,NA
Swanson Island,2021,5,795992,0.783333333333333,NA,0.00978835978835979,NA
Swanson Island,2021,5,795992,0.5,NA,0.0130952380952381,NA
Swanson Island,2021,5,795992,0.616666666666667,NA,0.00185185185185185,NA
Swanson Island,2021,5,795992,1.175,NA,0.0380952380952381,NA
Swanson Island,2021,6,NA,1.6,NA,0.00529100529100529,NA
Swanson Island,2021,6,NA,1.15,NA,0.0203703703703704,NA
Swanson Island,2021,6,NA,1.2,NA,0.0523809523809524,NA
Swanson Island,2021,6,NA,1.4,NA,0.0928571428571429,NA
Swanson Island,2021,6,NA,0.95,NA,0.0928571428571429,NA
Swanson Island,2021,6,NA,1.41666666666667,NA,0.0396825396825397,NA
Swanson Island,2021,6,NA,1.31666666666667,NA,0.0478835978835979,NA
Swanson Island,2021,6,NA,1.6,NA,0.05,NA
Swanson Island,2021,7,NA,1.1,NA,0.00892857142857143,NA
Swanson Island,2021,7,NA,1.7,NA,0.0321428571428571,NA
Swanson Island,2021,7,NA,1.05,NA,0.018452380952381,NA
Swanson Island,2021,7,NA,1.35,NA,0.0291666666666667,NA
Swanson Island,2021,7,NA,1.25,NA,0.030952380952381,NA
Swanson Island,2021,7,NA,1.2,NA,0.0142857142857143,NA
Swanson Island,2021,7,NA,2.83333333333333,NA,0.0346560846560847,NA
Swanson Island,2021,7,NA,3.33333333333333,NA,0.0150793650793651,NA
Swanson Island,2021,7,NA,1.18,NA,0.00137254901960784,NA
Swanson Island,2021,7,NA,1.24,NA,0.00392156862745098,NA
Swanson Island,2021,7,NA,0.45,NA,4.9019607843137e-4,NA
Swanson Island,2021,7,NA,1.22857142857143,NA,0.00111607142857143,NA
Swanson Island,2021,7,NA,1.1952380952381,NA,0.00126763668430335,NA
Swanson Island,2021,8,NA,2,NA,0.00411706349206349,NA
Swanson Island,2021,8,NA,2.35,NA,0.0156084656084656,NA
Swanson Island,2021,8,NA,0.733333333333333,NA,0.00185185185185185,NA
Swanson Island,2021,8,NA,1.4,NA,0.00416666666666667,NA
Swanson Island,2021,8,NA,1.83333333333333,NA,0.00211640211640212,NA
Swanson Island,2021,8,NA,1.725,NA,0.00476190476190476,NA
Swanson Island,2021,8,NA,1.15,NA,2.6455026455026e-4,NA
Swanson Island,2021,9,NA,2.625,NA,0.0119047619047619,NA
Swanson Island,2021,9,NA,3.25,NA,5.9523809523809e-4,NA
Swanson Island,2021,9,NA,3.25,NA,0.018452380952381,NA
Swanson Island,2021,9,NA,2.9625,NA,0.0056547619047619,NA
Swanson Island,2021,9,NA,4.7,NA,0.0178571428571429,NA
Swanson Island,2021,9,NA,3.8,NA,0.0279761904761905,NA
Swanson Island,2021,9,NA,1.81666666666667,NA,0.00355191256830601,NA
Swanson Island,2021,9,NA,1.14,NA,0.00186274509803922,NA
Swanson Island,2021,9,NA,1.93333333333333,NA,4.0650406504065e-4,NA
Swanson Island,2021,9,NA,1.28,NA,7.8431372549019e-4,NA
Swanson Island,2021,9,NA,0.85,NA,0.00182926829268293,NA
Swanson Island,2021,9,NA,4.5,NA,0.00461309523809524,NA
Swanson Island,2021,9,NA,1.11,NA,0.00107843137254902,NA
Swanson Island,2021,9,NA,1.61,NA,9.8039215686274e-4,NA
Swanson Island,2021,10,NA,3.89,NA,0.00714285714285714,NA
Swanson Island,2021,10,NA,4.70833333333333,NA,0.00529100529100529,NA
Swanson Island,2021,10,NA,1.06666666666667,NA,0.00396825396825397,NA
Swanson Island,2021,10,NA,0.883333333333333,NA,0,NA
Swanson Island,2021,10,NA,0.639344262295082,NA,2.561475409836e-4,NA
Swanson Island,2021,10,NA,0.8375,NA,5.9523809523809e-4,NA
Swanson Island,2021,10,NA,1.35,NA,5.7142857142857e-4,NA
Swanson Island,2021,10,NA,0.633333333333333,NA,0,NA
Swanson Island,2021,10,NA,0.616666666666667,NA,0.00238095238095238,NA
Swanson Island,2021,10,NA,0.866666666666667,NA,0.00158730158730159,NA
Swanson Island,2021,11,NA,0.46,NA,0,NA
Swanson Island,2021,11,NA,0.75,NA,0,NA
Swanson Island,2021,11,NA,0.575,NA,0,NA
Swanson Island,2021,11,NA,0.45,NA,2.6455026455026e-4,NA
Swanson Island,2021,12,NA,0.45,NA,5.9523809523809e-4,NA
Swanson Island,2021,12,NA,0.55,NA,5.2910052910052e-4,NA
Swanson Island,2021,12,NA,0.575,NA,0.00178571428571429,NA
Swanson Island,2021,12,NA,0.583333333333333,NA,5.2910052910052e-4,NA
Wicklow Point,2020,5,NA,0.05,NA,0,NA
Wicklow Point,2020,6,1060249,0.225,NA,0,NA
Wicklow Point,2020,7,1049220,0.775,NA,0.0232142857142857,NA
Wicklow Point,2020,7,1049220,1.06666666666667,NA,0.00608465608465608,NA
Wicklow Point,2020,7,1049220,1.7,NA,0.0101190476190476,NA
Wicklow Point,2020,8,1035173,2.55,NA,0.0399470899470899,NA
Wicklow Point,2020,8,1035173,6.45,NA,0.0541666666666667,NA
Wicklow Point,2020,8,1035173,2.35,NA,0.014021164021164,NA
Wicklow Point,2020,8,1035173,3.5,NA,0.00595238095238095,NA
Wicklow Point,2020,8,1035173,4.21666666666667,NA,0.00291005291005291,NA
Wicklow Point,2020,8,1035173,2.275,NA,0.0025297619047619,NA
Wicklow Point,2020,9,927167,1.75,NA,0.00476190476190476,NA
Wicklow Point,2020,9,927167,1.1,NA,0,NA
Wicklow Point,2020,9,927167,0.525,NA,0,NA
Wicklow Point,2020,9,927167,0.525,NA,5.9523809523809e-4,NA
Wicklow Point,2020,9,927167,1.16666666666667,NA,5.2910052910052e-4,NA
Wicklow Point,2020,9,927167,1.725,NA,5.9523809523809e-4,NA
Wicklow Point,2020,10,879198,1.48333333333333,NA,0.0037037037037037,NA
Wicklow Point,2020,10,879198,2.8,NA,0.0452380952380952,NA
Wicklow Point,2020,10,879198,1.5,NA,0.0928571428571429,NA
Wicklow Point,2020,10,879198,1.58333333333333,NA,0.0134920634920635,NA
Wicklow Point,2020,10,879198,1.95,NA,0.0285714285714286,NA
Wicklow Point,2020,10,879198,1.55,NA,0.030952380952381,NA
Wicklow Point,2020,10,879198,2.425,NA,0.0327380952380952,NA
Wicklow Point,2020,10,879198,2.3,NA,0.0285714285714286,NA
Wicklow Point,2020,11,862882,2.175,NA,0.0357142857142857,NA
Wicklow Point,2020,11,862882,2.3,NA,0.015922619047619,NA
Wicklow Point,2020,11,862882,3.6,NA,0.0648148148148148,NA
Wicklow Point,2020,11,862882,3.175,NA,0.0470238095238095,NA
Wicklow Point,2020,11,862882,1.4,NA,0.188095238095238,NA
Wicklow Point,2020,11,862882,3.55,NA,0.19047619047619,NA
Wicklow Point,2020,11,862882,5.55,NA,0.176190476190476,NA
Wicklow Point,2020,11,862882,2.35,NA,0.0546130952380952,NA
Wicklow Point,2020,11,862882,3.0625,NA,0.0282738095238095,NA
Wicklow Point,2020,11,862882,3.79166666666667,NA,0.0255291005291005,NA
Wicklow Point,2020,11,862882,4.175,NA,0.114285714285714,NA
Wicklow Point,2020,12,852625,1.4,NA,0.0129411764705882,NA
Wicklow Point,2020,12,852625,4.45,NA,0.0904761904761905,NA
Wicklow Point,2020,12,852625,1.43,NA,0.00235294117647059,NA
Wicklow Point,2020,12,852625,1.96666666666667,NA,0.0162485065710872,NA
Wicklow Point,2020,12,852625,1.5,NA,0.0250980392156863,NA
Wicklow Point,2020,12,852625,3.66666666666667,NA,0.0205495818399044,NA
Wicklow Point,2020,12,852625,1.88888888888889,NA,0.0207885304659498,NA
Wicklow Point,2020,12,852625,1.93333333333333,NA,0.0164874551971326,NA
Wicklow Point,2020,12,852625,1.2,NA,0.0274509803921569,NA
Wicklow Point,2020,12,852625,0.68,NA,0.0164705882352941,NA
Wicklow Point,2020,12,852625,1.25,NA,0.0410714285714286,NA
Wicklow Point,2021,1,580588,1.25,NA,0.032010582010582,NA
Wicklow Point,2021,1,580588,1.025,NA,0.0767857142857143,NA
Wicklow Point,2021,1,580588,1.46666666666667,NA,0.0521164021164021,NA
Wicklow Point,2021,1,580588,1.75,NA,0.0416666666666667,NA
Wicklow Point,2021,1,580588,2.5,NA,0.0619047619047619,NA
Wicklow Point,2021,1,580588,2.125,NA,0.0321428571428571,NA
Wicklow Point,2021,2,578917,1.90833333333333,NA,0.0136243386243386,NA
Wicklow Point,2021,2,578917,0.925,NA,7.4404761904761e-4,NA
Wicklow Point,2021,2,578917,1.45679012345679,NA,0.00101670297748729,NA
Wicklow Point,2021,2,578917,1.2375,NA,8.9285714285714e-4,NA
Wicklow Point,2021,2,578917,1.475,NA,0.00119047619047619,NA
Wicklow Point,2021,3,577954,0.45,NA,7.9365079365079e-4,NA
Wicklow Point,2021,3,577954,0.275,NA,0.00238095238095238,NA
Wicklow Point,2021,3,577954,0.516666666666667,NA,0,NA
Wicklow Point,2021,3,577954,0.75,NA,0.00119047619047619,NA
Wicklow Point,2021,4,576795,0.216666666666667,NA,5.2910052910052e-4,NA
Wicklow Point,2021,4,576795,0.375,NA,5.9523809523809e-4,NA
Wicklow Point,2021,4,576795,0.616666666666667,NA,0.00105820105820106,NA
Wicklow Point,2021,4,576795,0.571428571428571,NA,0.00160064025610244,NA
Wicklow Point,2021,4,576795,0.65,NA,0.00238095238095238,NA
Wicklow Point,2021,4,576795,0.5,NA,0.00238095238095238,NA
Wicklow Point,2021,5,575520,0.5,NA,0.00238095238095238,NA
Wicklow Point,2021,5,575520,0.5,NA,0.00291005291005291,NA
Wicklow Point,2021,5,575520,0.525,NA,0.00654761904761905,NA
Wicklow Point,2021,5,575520,0.45,NA,0.0119047619047619,NA
Wicklow Point,2021,5,575520,0.775,NA,0.00297619047619048,NA
Wicklow Point,2021,6,NA,0.95,NA,0.00476190476190476,NA
Wicklow Point,2021,6,NA,1.95,NA,0.019047619047619,NA
Wicklow Point,2021,6,NA,1.23333333333333,NA,2.6455026455026e-4,NA
Wicklow Point,2021,6,NA,1.375,NA,0.00357142857142857,NA
Wicklow Point,2021,6,NA,2.825,NA,0.0148809523809524,NA
Wicklow Point,2021,6,NA,1.45,NA,0.0166666666666667,NA
Wicklow Point,2021,6,NA,1.7625,NA,4.4642857142857e-4,NA
Wicklow Point,2021,7,NA,3.8,NA,0.00654761904761905,NA
Wicklow Point,2021,7,NA,5.975,NA,0.00238095238095238,NA
Wicklow Point,2021,7,NA,1.15,NA,0.0125,NA
Wicklow Point,2021,7,NA,0.825,NA,0.00833333333333333,NA
Wicklow Point,2021,7,NA,2.3375,NA,0.0037202380952381,NA
Wicklow Point,2021,7,NA,0.9,NA,0,NA
Wicklow Point,2021,7,NA,2.975,NA,5.9523809523809e-4,NA
Wicklow Point,2021,8,NA,2.7,NA,1.3227513227513e-4,NA
Wicklow Point,2021,8,NA,1.48333333333333,NA,0,NA
Wicklow Point,2021,8,NA,1.26666666666667,NA,0,NA
Wicklow Point,2021,8,NA,1.575,NA,0,NA
Wicklow Point,2021,8,NA,1.95,NA,0,NA
Wicklow Point,2021,8,NA,1.31666666666667,NA,0,NA
Wicklow Point,2021,8,NA,1.75,NA,0,NA
Wicklow Point,2021,9,NA,1.23333333333333,NA,0,NA
Wicklow Point,2021,9,NA,1.21666666666667,NA,0,NA
Wicklow Point,2021,9,NA,3.1,NA,0.00119047619047619,NA
Wicklow Point,2021,9,NA,1.35,NA,0,NA
Wicklow Point,2021,10,NA,3.68333333333333,NA,0,NA
Wicklow Point,2021,10,NA,2.95,NA,0.00238095238095238,NA
Cecil Island,2021,3,NA,0,NA,0,NA
Cecil Island,2021,3,NA,0.15,NA,0.00681818181818182,NA
Cecil Island,2021,4,NA,0,NA,0,NA
Cecil Island,2021,4,NA,0.133333333333333,NA,0.0047979797979798,NA
Cecil Island,2021,4,NA,0.193333333333333,NA,0.00765277777777778,NA
Cecil Island,2021,4,NA,0,NA,7.5757575757575e-4,NA
Cecil Island,2021,4,NA,0.1575,NA,0.00147222222222222,NA
Cecil Island,2021,5,NA,0.1,NA,0.00227272727272727,NA
Cecil Island,2021,5,NA,0,NA,0.00227272727272727,NA
Cecil Island,2021,5,NA,0,NA,7.5757575757575e-4,NA
Cecil Island,2021,5,NA,0.05,NA,0,NA
Cecil Island,2021,5,NA,0.1,NA,0,NA
Cecil Island,2021,5,NA,0.45,NA,0.00227272727272727,NA
Cecil Island,2021,5,NA,0.125,NA,0.00170454545454545,NA
Cecil Island,2021,5,NA,0.1,NA,0.00227272727272727,NA
Cecil Island,2021,5,NA,0,NA,0,NA
Cecil Island,2021,5,NA,0.15,NA,0.00227272727272727,NA
Cecil Island,2021,6,NA,0,NA,0,NA
Cecil Island,2021,6,NA,0.1,NA,0,NA
Cecil Island,2021,6,NA,0.175,NA,0,NA
Cecil Island,2021,6,NA,0.2,NA,0,NA
Cecil Island,2021,6,NA,0,NA,0,NA
Cecil Island,2021,6,NA,0.15,NA,0.00227272727272727,NA
Cecil Island,2021,6,NA,0.0666666666666667,NA,2.5252525252525e-4,NA
Cecil Island,2021,6,NA,0.225,NA,0,NA
Cecil Island,2021,6,NA,0.1,NA,0,NA
Cecil Island,2021,7,NA,0.05,NA,0,NA
Cecil Island,2021,7,NA,0.0666666666666667,NA,0,NA
Cecil Island,2021,7,NA,0.0666666666666667,NA,0,NA
Cecil Island,2021,7,NA,0,NA,0,NA
Cecil Island,2021,7,NA,0,NA,0,NA
Cecil Island,2021,7,NA,0,NA,0,NA
Cecil Island,2021,8,NA,0.1,NA,0,NA
Cypress Harbour,2020,1,NA,0.300322580645161,NA,0,NA
Cypress Harbour,2020,1,NA,1.06645161290323,NA,0.0114616935483871,NA
Cypress Harbour,2020,1,NA,0.666774193548387,NA,0.046875,NA
Cypress Harbour,2020,1,NA,0.65,NA,0.00729082661290323,NA
Cypress Harbour,2020,2,NA,0.899838709677419,NA,0.00807459677419355,NA
Cypress Harbour,2020,2,NA,1.52225806451613,NA,0.00173611111111111,NA
Cypress Harbour,2020,2,NA,1.4,NA,0,NA
Cypress Harbour,2020,3,NA,0.225,NA,0,NA
Cypress Harbour,2020,3,NA,0.225,NA,0,NA
Cypress Harbour,2020,4,NA,0.266666666666667,NA,0.00101010101010101,NA
Cypress Harbour,2020,4,NA,0.0666666666666667,NA,0,NA
Cypress Harbour,2020,4,NA,0.325,NA,0,NA
Cypress Harbour,2020,4,NA,0.3,NA,0,NA
Cypress Harbour,2020,4,NA,0.0666666666666667,NA,0,NA
Cypress Harbour,2020,5,NA,0.225,NA,0,NA
Cypress Harbour,2020,5,NA,0.1,NA,0,NA
Cypress Harbour,2020,5,NA,0.133333333333333,NA,0,NA
Cypress Harbour,2020,5,NA,0.3,NA,0,NA
Cypress Harbour,2020,5,NA,0.325,NA,0,NA
Cypress Harbour,2020,5,NA,0,NA,0.0636363636363636,NA
Cypress Harbour,2020,5,NA,0,NA,0,NA
Cypress Harbour,2020,5,NA,0.1,NA,0,NA
Cypress Harbour,2020,5,NA,0.25,NA,0,NA
Cypress Harbour,2020,6,NA,0.4,NA,0,NA
Cypress Harbour,2020,6,NA,0.05,NA,0,NA
Cypress Harbour,2020,6,NA,0.2,NA,0,NA
Cypress Harbour,2020,6,NA,0.1,NA,0.00340909090909091,NA
Cypress Harbour,2020,6,NA,0,NA,0,NA
Cypress Harbour,2020,6,NA,0.025,NA,5.6818181818181e-4,NA
Cypress Harbour,2020,6,NA,0.0833333333333333,NA,7.5757575757575e-4,NA
Cypress Harbour,2020,7,NA,0.0833333333333333,NA,2.5252525252525e-4,NA
Cypress Harbour,2020,7,NA,0.3,NA,0,NA
Cypress Harbour,2020,7,NA,0.125,NA,0,NA
Cypress Harbour,2020,7,NA,0,NA,0,NA
Cypress Harbour,2020,7,NA,0,NA,0,NA
Cypress Harbour,2020,8,NA,0.05,NA,0,NA
Cypress Harbour,2020,8,NA,0,NA,0,NA
Cypress Harbour,2020,8,NA,0.15,NA,0,NA
Cypress Harbour,2020,8,NA,0.1,NA,0,NA
Cypress Harbour,2020,8,NA,0.1,NA,0,NA
Cypress Harbour,2020,8,NA,0.1,NA,0,NA
Cypress Harbour,2020,8,NA,0.075,NA,0,NA
Cypress Harbour,2020,8,NA,0.0166666666666667,NA,0,NA
Cypress Harbour,2020,9,NA,0.0166666666666667,NA,0,NA
Cypress Harbour,2020,9,NA,0.0166666666666667,NA,0,NA
Cypress Harbour,2020,10,NA,0.05,NA,0,NA
Cypress Harbour,2020,10,NA,0.05,NA,0,NA
Cypress Harbour,2020,10,NA,0.0833333333333333,NA,0,NA
Cypress Harbour,2020,10,NA,0.1,NA,0,NA
Cypress Harbour,2020,10,NA,0,NA,0,NA
Cypress Harbour,2020,10,NA,0.125,NA,0,NA
Cypress Harbour,2020,11,NA,0.0333333333333333,NA,0,NA
Cypress Harbour,2020,11,NA,0.05,NA,0,NA
Cypress Harbour,2020,11,NA,0,NA,0,NA
Cypress Harbour,2020,11,NA,0,NA,0,NA
Cypress Harbour,2020,11,NA,0.05,NA,0,NA
Cypress Harbour,2020,12,NA,0,NA,0,NA
Cypress Harbour,2020,12,NA,0.15,NA,0,NA
Cypress Harbour,2021,1,NA,0.475,NA,0.00170454545454545,NA
Cypress Harbour,2021,1,NA,0.45,NA,0.00227272727272727,NA
Cypress Harbour,2021,1,NA,0.75,NA,0.00227272727272727,NA
Cypress Harbour,2021,1,NA,0.35,NA,0.00429292929292929,NA
Cypress Harbour,2021,1,NA,2.0375,NA,0.00255681818181818,NA
Cypress Harbour,2021,2,NA,1.85,NA,0.00656565656565657,NA
Cypress Harbour,2021,2,NA,2.7,NA,0.00113636363636364,NA
Cypress Harbour,2021,2,NA,2.375,NA,0.00511363636363636,NA
Cypress Harbour,2021,3,NA,1.225,NA,0.00202020202020202,NA
Cypress Harbour,2021,3,NA,0.483333333333333,NA,0.00202020202020202,NA
Cypress Harbour,2021,3,NA,0.466666666666667,NA,0.00101010101010101,NA
Cypress Harbour,2021,4,NA,0.4,NA,5.050505050505e-4,NA
Cypress Harbour,2021,4,NA,0.68375,NA,0.0099375,NA
Cypress Harbour,2021,4,NA,0.25,NA,0.00681818181818182,NA
Cypress Harbour,2021,4,NA,1.15,NA,0.0136363636363636,NA
Cypress Harbour,2021,4,NA,0.65,NA,0.00454545454545455,NA
Cypress Harbour,2021,4,NA,0,NA,0.00525,NA
Cypress Harbour,2021,4,NA,0.351428571428571,NA,0.00476190476190476,NA
Cypress Harbour,2021,5,NA,0.916666666666667,NA,0.00277777777777778,NA
Cypress Harbour,2021,5,NA,1,NA,0,NA
Cypress Harbour,2021,5,NA,0.933333333333333,NA,0.00202020202020202,NA
Cypress Harbour,2021,5,NA,0,NA,0,NA
Cypress Harbour,2021,6,NA,0.483333333333333,NA,2.5252525252525e-4,NA
Cypress Harbour,2021,6,NA,0.375,NA,0.00397727272727273,NA
Cypress Harbour,2021,6,NA,0.2,NA,0,NA
Cypress Harbour,2021,7,NA,0.8,NA,0,NA
Cypress Harbour,2021,7,NA,1.05,NA,0,NA
Cypress Harbour,2021,7,NA,0.525,NA,5.6818181818181e-4,NA
Cypress Harbour,2021,7,NA,0,NA,0,NA
Cypress Harbour,2021,8,NA,0.383333333333333,NA,0,NA
Cypress Harbour,2021,8,NA,0.216666666666667,NA,0,NA
Cypress Harbour,2021,8,NA,0.616666666666667,NA,0.00132275132275132,NA
Cypress Harbour,2021,9,NA,0.216666666666667,NA,0,NA
Cypress Harbour,2021,9,NA,0.116666666666667,NA,0.00158730158730159,NA
Cypress Harbour,2021,9,NA,0.2,NA,0,NA
Cypress Harbour,2021,10,NA,0.0333333333333333,NA,2.5252525252525e-4,NA
Cypress Harbour,2021,10,NA,0.15,NA,0.00113636363636364,NA
Cypress Harbour,2021,10,NA,0.4,NA,0,NA
Cypress Harbour,2021,11,NA,0.35,NA,0,NA
Cypress Harbour,2021,11,NA,0.983846153846154,NA,0.00189592760180995,NA
Cypress Harbour,2021,11,NA,0.9,NA,7.5757575757575e-4,NA
Cypress Harbour,2021,12,NA,2.55,NA,0.00378787878787879,NA
Sir Edmund Bay,2020,1,NA,0.2,NA,0.01875,NA
Sir Edmund Bay,2020,1,NA,0.1,NA,0.0083366935483871,NA
Sir Edmund Bay,2020,1,NA,0.1,NA,0.0114616935483871,NA
