#,Farm # on  Map,Date,Month,Year,age (d in SW),Year class,SW entry date,# fish,Chalimus/ fish,Motile L.s./ fish,Female L.s./ fish,Fe L.s. 3-month series,L. salmonis estimate type,Caligus/ fish,Treatment,T (°C),Salinity (ppt),Comments,# Motiles (L.salmonis),# Female L.salmonis,# Caligus spp.,0.4*(# Caligus/ farm)
235,2,Mar-09,Mar,2009,334,1,Apr-08,"172,085",0.17,0.13,0.08,,,0.02,,,,fish moved to farm #6,"22,945","14,340","2,868","1,147"
236,2,Apr-09,Apr,2009,,,,,,,,,,,,,,,,,,
237,2,May-09,May,2009,,,,,,,,,,,,,,,,,,
238,2,Jun-09,Jun,2009,,,,,,,,,,,,,,,,,,
239,2,Jul-09,Jul,2009,,,,,,,,,,,,,,,,,,
240,2,Aug-09,Aug,2009,,,,,,,,,,,,,,,,,,
241,2,Sep-09,Sep,2009,,,,,,,,,,,,,,,,,,
242,2,Oct-09,Oct,2009,,,,,,,,,,,,,,,,,,
243,2,Nov-09,Nov,2009,,,,,,,,,,,,,,,,,,
244,2,Dec-09,Dec,2009,,,,,,,,,,,,,,,,,,
245,3,Jan-00,Jan,2000,457,2,Oct-98,"385,025",,,,,,,,,,,,,,
246,3,Feb-00,Feb,2000,488,2,Oct-98,"376,945",,,,,,,,,,,,,,
247,3,Mar-00,Mar,2000,517,2,Oct-98,"373,346",,,,,,,,,,,,,,
248,3,Apr-00,Apr,2000,548,2,Oct-98,"371,803",2.68,18.75,7.13,,,1.45,,,,,"6,971,306","2,649,096","539,114","215,646"
249,3,May-00,May,2000,578,2,Oct-98,"368,740",2.62,34.78,15.58,0,,0.12,0.5,,,"From Emergency Drug Release information - most likely partial tx (i.e., treated fish not harvested until a few months later)","12,822,934","5,743,126","43,020","17,208"
250,3,Jun-00,Jun,2000,609,2,Oct-98,"309,874",2.30,36.64,17.54,2,,0.08,,,,harvest,"11,353,009","5,433,641","23,241","9,296"
251,3,Jul-00,Jul,2000,639,2,Oct-98,"232,438",0.43,10.75,6.24,0,,0.00,,,,,"2,498,709","1,449,832",0,0
252,3,Aug-00,Aug,2000,670,2,Oct-98,"179,965",0.29,2.75,1.81,,,0.00,,,,,"494,904","325,737",0,0
253,3,Sep-00,Sep,2000,701,2,Oct-98,"109,308",,,,,,,,,,,,,,
254,3,Oct-00,Oct,2000,731,2,Oct-98,"19,450",,,,,,,,,,,,,,
255,3,Nov-00,Nov,2000,,,,,,,,,,,,,,,,,,
256,3,Dec-00,Dec,2000,,,,,,,,,,,,,,,,,,
257,3,Jan-01,Jan,2001,,,,,,,,,,,,,,,,,,
258,3,Feb-01,Feb,2001,,,,,,,,,,,,,,,,,,
259,3,Mar-01,Mar,2001,,,,,,,,,,,,,,,,,,
260,3,Apr-01,Apr,2001,,,,,,,,,,,,,,,,,,
261,3,May-01,May,2001,,,,,,,,,,,,,,,,,,
262,3,Jun-01,Jun,2001,,,,,,,,,,,,,,,,,,
263,3,Jul-01,Jul,2001,273,1,Oct-00,"512,868",,,,,,,,,,transferred from farm #8,,,,
264,3,Aug-01,Aug,2001,304,1,Oct-00,"512,743",,,,,,,,,,,,,,
265,3,Sep-01,Sep,2001,335,1,Oct-00,"512,500",,,,,,,,,,,,,,
266,3,Oct-01,Oct,2001,365,2,Oct-00,"512,237",,,,,,,,,,,,,,
267,3,Nov-01,Nov,2001,396,2,Oct-00,"512,761",,,,,,,,,,,,,,
268,3,Dec-01,Dec,2001,426,2,Oct-00,"512,527",,,,,,,,,,,,,,
269,3,Jan-02,Jan,2002,457,2,Oct-00,"512,142",,,,,,,,,,,,,,
270,3,Feb-02,Feb,2002,488,2,Oct-00,"511,705",,,,,,,,,,,,,,
271,3,Mar-02,Mar,2002,516,2,Oct-00,"511,169",,,,,,,,,,,,,,
272,3,Apr-02,Apr,2002,547,2,Oct-00,"510,486",,,,,,,,,,,,,,
273,3,May-02,May,2002,577,2,Oct-00,"407,565",,,,,,,,,,harvesting,,,,
274,3,Jun-02,Jun,2002,608,2,Oct-00,"326,963",,,,,,,,,,harvesting,,,,
275,3,Jul-02,Jul,2002,638,2,Oct-00,"226,598",,,,,,,,,,harvesting,,,,
276,3,Aug-02,Aug,2002,669,2,Oct-00,"143,628",,,,,,,,,,harvesting,,,,
277,3,Sep-02,Sep,2002,700,2,Oct-00,"68,667",,,,,,,,,,harvesting,,,,
278,3,Oct-02,Oct,2002,,,,,,,,,,,,,,,,,,
279,3,Nov-02,Nov,2002,0,1,Nov-02,"188,884",,,,,,,,,,smolt entry,,,,
280,3,Dec-02,Dec,2002,29,1,Nov-02,"475,022",,,,,,,,,,smolt entry,,,,
281,3,Jan-03,Jan,2003,60,1,Nov-02,"578,708",0.05,0.30,0.10,,,0.25,,6.8,28.5,,"173,612","57,871","144,677","57,871"
282,3,Feb-03,Feb,2003,91,1,Nov-02,"553,111",0.35,0.55,0.13,0,,0.03,,6.8,28.5,,"304,211","69,139","13,828","5,531"
283,3,Mar-03,Mar,2003,119,1,Nov-02,"551,691",0.31,0.79,0.16,0,,0.13,,7.64,31.71,,"435,836","87,167","71,720","28,688"
284,3,Apr-03,Apr,2003,150,1,Nov-02,"550,651",0.29,0.50,0.08,0,,0.40,,8.25,29.37,,"275,326","41,299","220,260","88,104"
285,3,May-03,May,2003,180,1,Nov-02,"548,831",0.24,0.46,0.04,0,,0.29,,9.77,24.38,,"252,462","23,051","159,161","63,664"
286,3,Jun-03,Jun,2003,211,1,Nov-02,"547,185",0.01,0.20,0.03,0,,0.02,,10.38,18.9,,"109,437","13,680","10,944","4,377"
287,3,Jul-03,Jul,2003,241,1,Nov-02,"545,755",0.02,0.23,0.10,0,,0.00,,11.5,16.16,,"125,524","54,576",0,0
288,3,Aug-03,Aug,2003,272,1,Nov-02,"545,386",0.00,0.43,0.30,,,0.00,,11.63,18.87,,"234,516","163,616",0,0
289,3,Sep-03,Sep,2003,303,1,Nov-02,"544,952",,0.35,0.25,,1,0.03,,10.87,20.5,,"190,733","136,238","13,624","5,450"
290,3,Oct-03,Oct,2003,333,1,Nov-02,"544,458",0.08,0.27,0.20,,,0.05,,9.4,,,"147,004","108,892","27,223","10,889"
291,3,Nov-03,Nov,2003,364,1,Nov-02,"556,797",0.00,0.45,0.13,0,,0.03,,8.4,30,,"250,559","72,384","16,704","6,682"
292,3,Dec-03,Dec,2003,394,2,Nov-02,"556,103",0.00,0.14,0.06,0,,0.00,,6.9,30,,"77,854","33,366",0,0
293,3,Jan-04,Jan,2004,425,2,Nov-02,"556,103",0.02,0.33,0.15,0,,0.07,,6.24,32.12,,"183,514","83,415","38,927","15,571"
294,3,Feb-04,Feb,2004,456,2,Nov-02,"556,103",0.30,2.50,1.30,0,,0.00,,6.63,32.43,,"1,390,258","722,934",0,0
295,3,Mar-04,Mar,2004,485,2,Nov-02,"553,816",0.70,4.10,2.10,0,,0.00,,7.31,29.44,,"2,270,646","1,163,014",0,0
296,3,Apr-04,Apr,2004,516,2,Nov-02,"552,829",1.89,17.43,4.65,0,,0.14,,8.4,27.3,,"9,635,809","2,570,655","77,396","30,958"
297,3,May-04,May,2004,546,2,Nov-02,"473,021",1.45,22.50,13.20,2,,0.15,1,9.66,23.68,,"10,642,973","6,243,877","70,953","28,381"
298,3,Jun-04,Jun,2004,577,2,Nov-02,"326,518",0.20,3.40,1.80,0,,0.00,,10.67,18.53,,"1,110,161","587,732",0,0
299,3,Jul-04,Jul,2004,607,2,Nov-02,"325,063",0.10,2.70,1.40,0,,0.00,,11.71,17.06,,"877,670","455,088",0,0
300,3,Aug-04,Aug,2004,638,2,Nov-02,"150,000",0.21,1.94,0.54,,,0.00,,12.49,15.68,,"291,000","81,000",0,0
301,3,Sep-04,Sep,2004,669,2,Nov-02,"50,000",,,0.25,,h,0.00,,,,,,"12,500",0,0
302,3,Oct-04,Oct,2004,,,,,,,,,,,,,,,,,,
303,3,Nov-04,Nov,2004,,,,,,,,,,,,,,,,,,
304,3,Dec-04,Dec,2004,,,,,,,,,,,,,,,,,,
305,3,Jan-05,Jan,2005,31,1,Dec-04,"660,000",0.13,0.58,0.15,,,0.00,,8,24,,"382,800","99,000",0,0
306,3,Feb-05,Feb,2005,62,1,Dec-04,"656,000",0.15,0.98,0.28,0,,0.00,,9,22,,"642,880","183,680",0,0
307,3,Mar-05,Mar,2005,90,1,Dec-04,"653,851",1.38,1.48,0.27,0,,1.42,,9,27,,"967,699","176,540","928,468","371,387"
308,3,Apr-05,Apr,2005,121,1,Dec-04,"652,347",0.48,1.08,0.41,1,,0.42,,9,25,,"704,535","267,462","273,986","109,594"
309,3,May-05,May,2005,151,1,Dec-04,"649,271",0.18,0.88,0.30,1,,0.02,,11,22,,"571,358","194,781","12,985","5,194"
310,3,Jun-05,Jun,2005,182,1,Dec-04,"646,814",0.00,1.22,0.60,1,,0.17,,11,23,,"789,113","388,088","109,958","43,983"
311,3,Jul-05,Jul,2005,212,1,Dec-04,"645,016",0.00,0.78,0.38,0,,0.02,,11,21,,"503,112","245,106","12,900","5,160"
312,3,Aug-05,Aug,2005,243,1,Dec-04,"642,499",0.00,0.88,0.33,0,,0.00,,13,20,,"565,399","212,025",0,0
313,3,Sep-05,Sep,2005,274,1,Dec-04,"640,179",0.02,2.60,1.57,0,,0.08,,11,23,,"1,664,464","1,005,080","51,214","20,486"
314,3,Oct-05,Oct,2005,304,1,Dec-04,"637,858",0.10,3.42,2.52,0,,0.03,,10,23,,"2,181,475","1,607,403","19,136","7,654"
315,3,Nov-05,Nov,2005,335,1,Dec-04,"635,538",0.30,6.27,3.20,0,,0.00,,8,27,,"3,984,823","2,033,722",0,0
316,3,Dec-05,Dec,2005,365,2,Dec-04,"633,218",0.00,5.60,3.62,0,,0.03,,7,27,,"3,546,019","2,292,248","18,997","7,599"
317,3,Jan-06,Jan,2006,396,2,Dec-04,"630,897",3.23,13.18,4.35,0,,0.53,0.5,7,26,Portion farm tx,"8,315,228","2,744,404","334,376","133,750"
318,3,Feb-06,Feb,2006,427,2,Dec-04,"628,577",0.02,15.65,8.37,2,,0.35,0.5,7,28,Portion farm tx,"9,837,232","5,261,190","220,002","88,001"
319,3,Mar-06,Mar,2006,455,2,Dec-04,"575,387",0.00,0.82,0.48,0,,0.05,,7,29,harvesting,"471,817","276,186","28,769","11,508"
320,3,Apr-06,Apr,2006,486,2,Dec-04,"395,022",0.00,0.18,0.03,2,,0.00,,9,29,harvesting,"71,104","11,851",0,0
321,3,May-06,May,2006,516,2,Dec-04,"359,375",0.02,1.07,0.72,,,0.00,,9,27,harvesting,"384,531","258,750",0,0
322,3,Jun-06,Jun,2006,,,,,,,,,,,,,,,,,,
323,3,Jul-06,Jul,2006,,,,,,,,,,,,,,,,,,
324,3,Aug-06,Aug,2006,,,,,,,,,,,,,,,,,,
325,3,Sep-06,Sep,2006,,,,,,,,,,,,,,,,,,
326,3,Oct-06,Oct,2006,,,,,,,,,,,,,,,,,,
327,3,Nov-06,Nov,2006,0,1,Nov-06,"550,000",,,0.00,,s,0.00,,,,,,0,0,0
328,3,Dec-06,Dec,2006,17,1,Nov-06,"550,000",,,0.00,,s,0.09,,,,,,0,"49,500","19,800"
329,3,Jan-07,Jan,2007,48,1,Nov-06,"615,818",0.02,0.15,0.00,,,0.17,,6,25,,"92,373",0,"102,636","41,055"
330,3,Feb-07,Feb,2007,79,1,Nov-06,"597,717",0.13,0.15,0.00,0,,0.30,,7,26,,"89,658",0,"179,315","71,726"
331,3,Mar-07,Mar,2007,107,1,Nov-06,"596,465",0.68,0.18,0.00,0,,0.07,,7,25,,"107,364",0,"41,753","16,701"
332,3,Apr-07,Apr,2007,138,1,Nov-06,"612,555",0.20,0.10,0.00,0,,0.50,,8,26,,"61,256",0,"306,278","122,511"
333,3,May-07,May,2007,168,1,Nov-06,"610,782",0.05,0.18,0.00,0,,0.08,,9,23,,"109,941",0,"48,863","19,545"
334,3,Jun-07,Jun,2007,199,1,Nov-06,"609,303",0.00,0.15,0.00,0,,0.00,,11,15,,"91,395",0,0,0
335,3,Jul-07,Jul,2007,229,1,Nov-06,"605,054",0.00,0.02,0.00,0,,0.02,,12,15,,"12,101",0,"12,101","4,840"
336,3,Aug-07,Aug,2007,260,1,Nov-06,"603,752",0.00,0.00,0.00,0,,0.02,,11,16,,0,0,"12,075","4,830"
337,3,Sep-07,Sep,2007,291,1,Nov-06,"602,654",0.00,0.00,0.00,0,,0.00,,11,23,,0,0,0,0
338,3,Oct-07,Oct,2007,321,1,Nov-06,"601,749",0.00,0.00,0.00,0,,0.02,,9,20,,0,0,"12,035","4,814"
339,3,Nov-07,Nov,2007,352,1,Nov-06,"596,465",0.08,0.02,0.00,0,,0.13,,8,21,,"11,929",0,"77,540","31,016"
340,3,Dec-07,Dec,2007,382,2,Nov-06,"600,076",0.27,0.35,0.02,0,,0.17,,7,23,,"210,027","12,002","102,013","40,805"
341,3,Jan-08,Jan,2008,413,2,Nov-06,"599,262",0.47,0.33,0.07,0,,0.37,,,,,"197,756","41,948","221,727","88,691"
342,3,Feb-08,Feb,2008,444,2,Nov-06,"598,331",0.85,0.7,0.15,1,,0.35,1,,,,"418,832","89,750","209,416","83,766"
343,3,Mar-08,Mar,2008,473,2,Nov-06,"595,970",0.60,0.10,0.00,0,,0.10,,,,counts from the British Columbia Ministry of Agriculture and Lands;,"59,597",0,"59,597","23,839"
344,3,Apr-08,Apr,2008,504,2,Nov-06,"595,408",0.03,0,0,0,,0,,,,,0,0,0,0
345,3,May-08,May,2008,534,2,Nov-06,"557,369",0.02,0.03,0.00,0,,0.02,,8,30,started harvesting,"18,579",0,"9,289","3,716"
346,3,Jun-08,Jun,2008,565,2,Nov-06,"201,910",0.03,0.13,0.02,,,0.08,,,,,"26,921","3,365","16,826","6,730"
347,3,Jul-08,Jul,2008,,,,,,,,,,,,,,,,,,
348,3,Aug-08,Aug,2008,,,,,,,,,,,,,,,,,,
349,3,Sep-08,Sep,2008,,,,,,,,,,,,,,,,,,
350,3,Oct-08,Oct,2008,,,,,,,,,,,,,,,,,,
351,3,Nov-08,Nov,2008,0,1,Nov-08,"350,000",,0.00,0.00,,s,0.00,,,,smolt entry?,0,0,0,0
352,3,Dec-08,Dec,2008,30,1,Nov-08,"280,000",0.63,0.45,0.15,,,0.23,,,,,"126,000","42,000","65,333","26,133"
353,3,Jan-09,Jan,2009,61,1,Nov-08,"283,233",0.00,1.28,1.15,2,,1.18,,,,,"363,482","325,718","335,159","134,064"
354,3,Feb-09,Feb,2009,92,1,Nov-08,"282,705",0.00,1.63,0.65,0,,0.83,1,,,,"461,752","183,758","235,588","94,235"
355,3,Mar-09,Mar,2009,120,1,Nov-08,"281,989",0.00,0.57,0.33,0,,0.00,,,,,"159,794","93,996",0,0
356,3,Apr-09,Apr,2009,151,1,Nov-08,"281,319",0.05,0.00,0.00,0,,0.02,,,,,0,0,"5,626","2,251"
357,3,May-09,May,2009,181,1,Nov-08,"280,660",0.00,0.00,0.00,0,,0.00,,,,,0,0,0,0
358,3,Jun-09,Jun,2009,212,1,Nov-08,"236,009",0.03,0.00,0.00,0,,0.00,,,,,0,0,0,0
359,3,Jul-09,Jul,2009,242,1,Nov-08,"223,597",0.00,0.00,0.00,0,,0.00,,,,,0,0,0,0
360,3,Aug-09,Aug,2009,273,1,Nov-08,"152,470",0.00,0.07,0.05,,,0.00,,,,,"10,215","7,624",0,0
361,3,Sep-09,Sep,2009,304,1,Nov-08,"78,962",,,0.10,,h,0.00,,,,Harvesting out,,"7,896",0,0
362,3,Oct-09,Oct,2009,,,,,,,,,,,,,,,,,,
363,3,Nov-09,Nov,2009,,,,,,,,,,,,,,,,,,
364,3,Dec-09,Dec,2009,,,,,,,,,,,,,,,,,,
365,4,Jan-00,Jan,2000,365,2,Jan-99,"398,185",,,,,,,,,,,,,,
366,4,Feb-00,Feb,2000,396,2,Jan-99,"397,892",,,,,,,,,,,,,,
367,4,Mar-00,Mar,2000,425,2,Jan-99,"397,673",,,,,,,,,,,,,,
368,4,Apr-00,Apr,2000,456,2,Jan-99,"397,434",2.40,21.61,6.65,,,0.91,,,,,"8,589,542","2,642,936","359,678","143,871"
369,4,May-00,May,2000,486,2,Jan-99,"396,894",1.15,14.98,5.57,1,,0.46,,,,,"5,946,464","2,212,188","181,579","72,632"
370,4,Jun-00,Jun,2000,517,2,Jan-99,"379,585",1.07,24.31,12.72,2,,0.04,1,,,Treatment split between May and July,"9,228,133","4,829,165","16,870","6,748"
371,4,Jul-00,Jul,2000,547,2,Jan-99,"346,405",0.89,16.16,9.56,0,,0.01,,,,,"5,598,771","3,312,498","4,330","1,732"
372,4,Aug-00,Aug,2000,578,2,Jan-99,"299,839",0.12,3.11,1.88,,,0.00,,,,Most likely harvest size,"932,499","563,697",0,0
373,4,Sep-00,Sep,2000,609,2,Jan-99,"281,891",,,,,,,,,,,,,,
374,4,Oct-00,Oct,2000,639,2,Jan-99,"230,314",,,,,,,,,,,,,,
375,4,Nov-00,Nov,2000,670,2,Jan-99,"172,138",,,,,,,,,,,,,,
376,4,Dec-00,Dec,2000,700,2,Jan-99,"9,856",,,,,,,,,,,,,,
377,4,Jan-01,Jan,2001,,,,,,,,,,,,,,,,,,
378,4,Feb-01,Feb,2001,,,,,,,,,,,,,,,,,,
379,4,Mar-01,Mar,2001,,,,,,,,,,,,,,,,,,
380,4,Apr-01,Apr,2001,,,,,,,,,,,,,,,,,,
381,4,May-01,May,2001,,,,,,,,,,,,,,,,,,
382,4,Jun-01,Jun,2001,,,,,,,,,,,,,,,,,,
383,4,Jul-01,Jul,2001,273,1,Oct-00,"510,023",,,,,,,,,,transferred from farm #8,,,,
384,4,Aug-01,Aug,2001,304,1,Oct-00,"509,810",0.00,1.45,0.30,,,0.00,,,,,"739,225","152,943",0,0
385,4,Sep-01,Sep,2001,335,1,Oct-00,"509,383",0.03,1.65,0.30,0,,0.00,,,,,"840,482","152,815",0,0
386,4,Oct-01,Oct,2001,365,2,Oct-00,"508,670",0.13,1.68,0.58,0,,0.03,,,,,"852,022","292,485","12,717","5,087"
387,4,Nov-01,Nov,2001,396,2,Oct-00,"508,312",0.33,3.40,0.80,0,,0.18,,,,,"1,728,261","406,650","88,955","35,582"
388,4,Dec-01,Dec,2001,426,2,Oct-00,"492,600",,3.88,1.06,0,1,0.26,,,,,"1,908,825","523,388","129,308","51,723"
389,4,Jan-02,Jan,2002,457,2,Oct-00,"489,295",3.57,4.35,1.33,0,,0.35,,,,,"2,128,433","648,316","171,253","68,501"
390,4,Feb-02,Feb,2002,488,2,Oct-00,"488,714",5.25,11.45,2.11,0,,0.04,,,,,"5,596,264","1,030,649","21,715","8,686"
391,4,Mar-02,Mar,2002,516,2,Oct-00,"483,799",4.8,27.7,7.18,2,,0,1,,,start harvesting,"13,401,232","3,471,258",0,0
392,4,Apr-02,Apr,2002,547,2,Oct-00,"451,412",1.66,9.24,1.66,,,0,,,, harvesting,"4,171,047","749,344",0,0
393,4,May-02,May,2002,577,2,Oct-00,"360,658",,,,,,,,,, harvesting,,,,
394,4,Jun-02,Jun,2002,608,2,Oct-00,"252,978",,,,,,,,,, harvesting,,,,
395,4,Jul-02,Jul,2002,638,2,Oct-00,"103,725",,,,,,,,,, harvesting,,,,
396,4,Aug-02,Aug,2002,669,2,Oct-00,"56,538",,,,,,,,,,,,,,
397,4,Sep-02,Sep,2002,0,1,Sep-02,"89,610",,,,,,,,,,smolt entry,,,,
398,4,Oct-02,Oct,2002,30,1,Sep-02,"599,859",,,,,,,,,,smolt entry,,,,
399,4,Nov-02,Nov,2002,61,1,Sep-02,"895,249",,,,,,,,,,,,,,
400,4,Dec-02,Dec,2002,91,1,Sep-02,"889,246",0.55,0.1,0,,,0.15,,,,,"88,925",0,"133,387","53,355"
401,4,Jan-03,Jan,2003,122,1,Sep-02,"888,130",2.05,0.93,0.21,0,,0,,,,,"821,520","188,728",0,0
402,4,Feb-03,Feb,2003,153,1,Sep-02,"886,491",1.33,1.30,0.30,1,,0.04,,,,,"1,152,438","262,254","36,937","14,775"
403,4,Mar-03,Mar,2003,181,1,Sep-02,"882,540",1.08,1.21,0.06,0,,0.11,,7.45,28.71,,"1,067,873","52,952","97,079","38,832"
404,4,Apr-03,Apr,2003,212,1,Sep-02,"879,785",0.86,1.16,0.05,0,,0.05,,8.39,26.97,,"1,020,551","43,989","43,989","17,596"
405,4,May-03,May,2003,242,1,Sep-02,"877,308",0.31,0.36,0.02,0,,0.69,,9.77,24.19,,"315,831","17,546","605,343","242,137"
406,4,Jun-03,Jun,2003,273,1,Sep-02,"876,049",0.08,0.22,0.01,0,,0.06,,11.23,19.07,,"192,731","8,760","52,563","21,025"
407,4,Jul-03,Jul,2003,303,1,Sep-02,"874,433",0.03,0.18,0.00,0,,0.02,,11.88,17.47,,"157,398",0,"17,489","6,995"
408,4,Aug-03,Aug,2003,334,1,Sep-02,"873,611",0.03,0.27,0.02,,,0.02,,12.18,20.06,,"235,875","17,472","17,472","6,989"
409,4,Sep-03,Sep,2003,365,2,Sep-02,"872,918",,0.18,0.03,,1,0.02,,,,,"152,761","21,823","17,458","6,983"
410,4,Oct-03,Oct,2003,395,2,Sep-02,"872,107",0.00,0.08,0.03,,,0.02,,10.3,,,"69,769","26,163","17,442","6,977"
411,4,Nov-03,Nov,2003,426,2,Sep-02,"871,044",0.02,0.29,0.11,0,,0.11,,7.8,26,,"252,603","95,815","95,815","38,326"
412,4,Dec-03,Dec,2003,456,2,Sep-02,"690,868",0.08,0.58,0.30,0,,0.05,,6.7,28,"180,000 transferred to farm #6","400,703","207,260","34,543","13,817"
413,4,Jan-04,Jan,2004,487,2,Sep-02,"566,149",0.40,1.74,0.76,0,,0.02,,6.48,29,,"985,099","430,273","11,323","4,529"
414,4,Feb-04,Feb,2004,518,2,Sep-02,"566,149",0.80,1.40,0.60,1,,0.20,,6.8,29.64,,"792,609","339,689","113,230","45,292"
415,4,Mar-04,Mar,2004,547,2,Sep-02,"566,149",0.40,2.00,1.20,0,,0.20,,7.37,28.93,,"1,132,298","679,379","113,230","45,292"
416,4,Apr-04,Apr,2004,578,2,Sep-02,"563,662",3.17,12.98,2.53,0,,0.02,,9.1,26.4,,"7,316,333","1,426,065","11,273","4,509"
417,4,May-04,May,2004,608,2,Sep-02,"553,745",3.70,34.75,22.45,2,,0.15,1,9.93,23.45,,"19,242,639","12,431,575","83,062","33,225"
418,4,Jun-04,Jun,2004,639,2,Sep-02,"426,032",0.10,25.35,12.55,0,,0.65,,10.63,21.83,,"10,799,911","5,346,702","276,921","110,768"
419,4,Jul-04,Jul,2004,669,2,Sep-02,"372,204",0.00,1.80,0.80,0,,0.00,,12.15,19.46,,"669,967","297,763",0,0
420,4,Aug-04,Aug,2004,700,2,Sep-02,"120,000",0.25,0.83,0.25,,,0.05,,11.29,17.06,harvesting,"99,600","30,000","6,000","2,400"
421,4,Sep-04,Sep,2004,,,,,,,,,,,,,,,,,,
422,4,Oct-04,Oct,2004,0,1,Oct-04,"50,000",,,0.00,,s,0.00,,,,,,0,0,0
423,4,Nov-04,Nov,2004,31,1,Oct-04,"650,000",,,0.05,,s,0.25,,,,,,"32,500","162,500","65,000"
424,4,Dec-04,Dec,2004,61,1,Oct-04,"649,000",,,0.10,,s,0.50,,,,,,"64,900","324,500","129,800"
425,4,Jan-05,Jan,2005,92,1,Oct-04,"648,000",0.02,1.30,0.15,,,0.70,,6,28,,"842,400","97,200","453,600","181,440"
426,4,Feb-05,Feb,2005,123,1,Oct-04,"647,000",0.00,1.12,0.15,0,,0.42,,7,26,,"724,640","97,050","271,740","108,696"
427,4,Mar-05,Mar,2005,151,1,Oct-04,"645,884",0.00,0.78,0.17,0,,0.62,,8,27,,"503,790","109,800","400,448","160,179"
428,4,Apr-05,Apr,2005,182,1,Oct-04,"643,333",0.32,1.25,0.25,0,,1.82,,9,30,,"804,166","160,833","1,170,866","468,346"
429,4,May-05,May,2005,212,1,Oct-04,"639,849",0.12,1.02,0.55,1,,0.12,,11,20,,"652,646","351,917","76,782","30,713"
430,4,Jun-05,Jun,2005,243,1,Oct-04,"637,414",0.07,1.22,0.38,0,,0.23,,12,20,,"777,645","242,217","146,605","58,642"
431,4,Jul-05,Jul,2005,273,1,Oct-04,"636,130",0.03,1.20,0.47,,,0.02,,12,15,,"763,356","298,981","12,723","5,089"
432,4,Aug-05,Aug,2005,304,1,Oct-04,"634,079",,1.29,0.58,,1,0.06,,,,,"817,961","364,595","38,045","15,218"
433,4,Sep-05,Sep,2005,335,1,Oct-04,"632,219",0.00,1.38,0.68,,,0.10,,11,20,,"872,462","429,909","63,222","25,289"
434,4,Oct-05,Oct,2005,365,2,Oct-04,"630,360",0.00,2.75,1.73,0,,0.00,,10,22,,"1,733,489","1,090,522",0,0
435,4,Nov-05,Nov,2005,396,2,Oct-04,"628,500",0.00,3.40,2.52,0,,0.08,,8,25,,"2,136,901","1,583,820","50,280","20,112"
436,4,Dec-05,Dec,2005,426,2,Oct-04,"626,641",0.48,6.10,3.42,0,,0.10,,7,27,,"3,822,508","2,143,111","62,664","25,066"
437,4,Jan-06,Jan,2006,457,2,Oct-04,"624,781",0.12,8.83,4.05,2,,0.62,1,7,28,Portion farm tx,"5,516,818","2,530,364","387,364","154,946"
438,4,Feb-06,Feb,2006,488,2,Oct-04,"500,000",0.00,6.62,4.00,0,,0.27,,7,29,,"3,310,000","2,000,000","135,000","54,000"
439,4,Mar-06,Mar,2006,516,2,Oct-04,"409,421",0.00,0.82,0.35,0,,0.00,,7,30,,"335,725","143,297",0,0
440,4,Apr-06,Apr,2006,547,2,Oct-04,"293,456",0.00,0.63,0.20,,,0.00,,9,29,,"184,877","58,691",0,0
441,4,May-06,May,2006,577,2,Oct-04,"146,700",,,0.20,,h,0.10,,,,"Harvest, < 3 pens left",,"29,340","14,670","5,868"
442,4,Jun-06,Jun,2006,608,2,Oct-04,"97,800",,,0.20,,h,0.20,,,,"Harvest, < 3 pens left",,"19,560","19,560","7,824"
443,4,Jul-06,Jul,2006,,,,,,,,,,,,,,,,,,
444,4,Aug-06,Aug,2006,,,,,,,,,,,,,,,,,,
445,4,Sep-06,Sep,2006,0,1,Sep-06,"158,716",,,0.00,,s,0.00,,,,smolt entry,,0,0,0
446,4,Oct-06,Oct,2006,30,1,Sep-06,"612,968",,,0.00,,s,0.04,,,,,,0,"24,519","9,807"
447,4,Nov-06,Nov,2006,61,1,Sep-06,"610,469",0.57,0.15,0.00,,,0.08,,8,19,,"91,570",0,"50,872","20,349"
448,4,Dec-06,Dec,2006,91,1,Sep-06,"609,500",2.65,0.07,0.00,0,,0.18,,7,25,,"42,665",0,"109,710","43,884"
449,4,Jan-07,Jan,2007,122,1,Sep-06,"606,970",0.72,1.85,0.55,1,,0.03,,6,25,,"1,122,895","333,834","20,232","8,093"
450,4,Feb-07,Feb,2007,153,1,Sep-06,"603,136",0.45,1.20,0.12,1,,0.02,,7,24,,"723,763","72,376","12,063","4,825"
451,4,Mar-07,Mar,2007,181,1,Sep-06,"590,474",0.52,0.68,0.45,1,,0.00,,8,23,,"401,522","265,713",0,0
452,4,Apr-07,Apr,2007,212,1,Sep-06,"582,965",0.40,0.90,0.30,0,,0.00,,8,25,,"524,669","174,890",0,0
453,4,May-07,May,2007,242,1,Sep-06,"579,647",0.12,0.47,0.23,0,,0.00,,9,21,,"272,434","133,319",0,0
454,4,Jun-07,Jun,2007,273,1,Sep-06,"577,762",0.00,0.10,0.02,0,,0.00,,11,17,,"57,776","11,555",0,0
455,4,Jul-07,Jul,2007,303,1,Sep-06,"575,618",0.00,0.00,0.00,0,,0.02,,12,15,,0,0,"11,512","4,605"
456,4,Aug-07,Aug,2007,334,1,Sep-06,"574,496",0.00,0.00,0.00,0,,0.00,,12,16,,0,0,0,0
