#,Farm # on  Map,Date,Month,Year,age (d in SW),Year class,SW entry date,# fish,Chalimus/ fish,Motile L.s./ fish,Female L.s./ fish,Fe L.s. 3-month series,L. salmonis estimate type,Caligus/ fish,Treatment,T (°C),Salinity (ppt),Comments,# Motiles (L.salmonis),# Female L.salmonis,# Caligus spp.,0.4*(# Caligus/ farm)
1971,21,Mar-09,Mar,2009,,,,,,,,,,,,,,Empty Mar 4th,,,,
1972,21,Apr-09,Apr,2009,,,,,,,,,,,,,,,,,,
1973,21,May-09,May,2009,,,,,,,,,,,,,,,,,,
1974,21,Jun-09,Jun,2009,,,,,,,,,,,,,,,,,,
1975,21,Jul-09,Jul,2009,266,1,Oct-08,"457,070",0.00,0.02,0.00,,,0.00,,,,,"9,141",0,0,0
1976,21,Aug-09,Aug,2009,297,1,Oct-08,"539,476",0.00,0.08,0.02,0,,0.00,,,,,"44,777","9,171",0,0
1977,21,Sep-09,Sep,2009,328,1,Oct-08,"539,456",0.00,0.33,0.03,0,,0.02,,,,,"178,020","16,184","10,789","4,316"
1978,21,Oct-09,Oct,2009,358,1,Oct-08,"539,006",0.20,0.45,0.15,0,,0.00,,,,,"242,553","80,851",0,0
1979,21,Nov-09,Nov,2009,389,2,Oct-08,"538,558",0.43,0.47,0.25,2,,0.02,1,,,,"251,507","134,640","9,155","3,662"
1980,21,Dec-09,Dec,2009,419,2,Oct-08,"538,245",0.08,0.03,0.02,,,0.00,,,,,"16,147","10,765",0,0
1981,22,Jan-00,Jan,2000,306,1,Mar-99,"351,411",,,,,,,,,,,,,,
1982,22,Feb-00,Feb,2000,337,1,Mar-99,"350,907",,,,,,,,,,,,,,
1983,22,Mar-00,Mar,2000,366,2,Mar-99,"350,853",,,,,,,,,,,,,,
1984,22,Apr-00,Apr,2000,397,2,Mar-99,"261,149",,,,,,,,,,,,,,
1985,22,May-00,May,2000,427,2,Mar-99,"260,939",,,,,,,,,,,,,,
1986,22,Jun-00,Jun,2000,458,2,Mar-99,"256,852",,,,,,,,,,,,,,
1987,22,Jul-00,Jul,2000,488,2,Mar-99,"254,840",,,,,,,,,,,,,,
1988,22,Aug-00,Aug,2000,519,2,Mar-99,"222,714",,,,,,,,,,start harvesting,,,,
1989,22,Sep-00,Sep,2000,550,2,Mar-99,"177,385",,,,,,,,,,,,,,
1990,22,Oct-00,Oct,2000,580,2,Mar-99,"141,978",,,,,,,,,,,,,,
1991,22,Nov-00,Nov,2000,611,2,Mar-99,"14,667",,,,,,,,,,,,,,
1992,22,Dec-00,Dec,2000,641,2,Mar-99,"5,030",,,,,,,,,,,,,,
1993,22,Jan-01,Jan,2001,,,,,,,,,,,,,,,,,,
1994,22,Feb-01,Feb,2001,,,,,,,,,,,,,,,,,,
1995,22,Mar-01,Mar,2001,0,1,Mar-01,"348,422",,,,,,,,,,smolt entry,,,,
1996,22,Apr-01,Apr,2001,31,1,Mar-01,"395,434",,,,,,,,,,,,,,
1997,22,May-01,May,2001,61,1,Mar-01,"395,080",,,,,,,,,,,,,,
1998,22,Jun-01,Jun,2001,92,1,Mar-01,"394,820",,,,,,,,10,,,,,,
1999,22,Jul-01,Jul,2001,122,1,Mar-01,"393,826",0.8,2.05,0.1,,,0,,,,,"807,343","39,383",0,0
2000,22,Aug-01,Aug,2001,153,1,Mar-01,"393,211",,,,,,,,10.2,,,,,,
2001,22,Sep-01,Sep,2001,184,1,Mar-01,"392,976",,,,,,,,9.5,,,,,,
2002,22,Oct-01,Oct,2001,214,1,Mar-01,"392,682",,,,,,,,8.1,,,,,,
2003,22,Nov-01,Nov,2001,245,1,Mar-01,"392,398",,,,,,,,7.7,,,,,,
2004,22,Dec-01,Dec,2001,275,1,Mar-01,"390,817",,,,,,,,6.9,,,,,,
2005,22,Jan-02,Jan,2002,306,1,Mar-01,"390,436",3.45,1.58,0.45,,,0.08,,,,,"616,889","175,696","31,235","12,494"
2006,22,Feb-02,Feb,2002,337,1,Mar-01,"390,221",,,,,,,,7.2,,,,,,
2007,22,Mar-02,Mar,2002,365,2,Mar-01,"389,678",,,,,,,,6.9,,,,,,
2008,22,Apr-02,Apr,2002,396,2,Mar-01,"388,955",,,,,,,,7.3,,,,,,
2009,22,May-02,May,2002,426,2,Mar-01,"387,624",3.5,6.35,2.35,,,0,,8.8,,,"2,461,412","910,916",0,0
2010,22,Jun-02,Jun,2002,457,2,Mar-01,"383,823",,,,,,,,10,,,,,,
2011,22,Jul-02,Jul,2002,487,2,Mar-01,"389,489",,,,,,,,,,,,,,
2012,22,Aug-02,Aug,2002,518,2,Mar-01,"364,002",,,,,,,,14.8,,start harvesting,,,,
2013,22,Sep-02,Sep,2002,549,2,Mar-01,"300,000",,,,,,,,,,,,,,
2014,22,Oct-02,Oct,2002,579,2,Mar-01,"262,769",,,,,,,,,,,,,,
2015,22,Nov-02,Nov,2002,610,2,Mar-01,"193,898",,,,,,,,8.2,,,,,,
2016,22,Dec-02,Dec,2002,640,2,Mar-01,"32,626",,,,,,,,,,,,,,
2017,22,Jan-03,Jan,2003,,,,,,,,,,,,,,,,,,
2018,22,Feb-03,Feb,2003,,,,,,,,,,,,,,,,,,
2019,22,Mar-03,Mar,2003,0,1,Mar-03,"479,928",,,0.00,,s,0.00,,,,,,0,0,0
2020,22,Apr-03,Apr,2003,31,1,Mar-03,"469,444",0.25,0.20,0.05,,,0.55,,7.7,31,,"93,889","23,472","258,194","103,278"
2021,22,May-03,May,2003,61,1,Mar-03,"1,003,675",0.10,0.05,0.00,0,,0.45,,8.8,31,,"50,184",0,"451,654","180,662"
2022,22,Jun-03,Jun,2003,92,1,Mar-03,"999,031",0.17,0.07,0.00,0,,0.30,,11.4,21.3,,"69,932",0,"299,709","119,884"
2023,22,Jul-03,Jul,2003,122,1,Mar-03,"992,158",0.00,0.10,0.00,0,,0.10,,13.2,18,,"99,216",0,"99,216","39,686"
2024,22,Aug-03,Aug,2003,153,1,Mar-03,"950,000",0.00,0.10,0.00,0,,0.00,,11.5,13,,"95,000",0,0,0
2025,22,Sep-03,Sep,2003,184,1,Mar-03,"870,000",0.00,0.10,0.00,0,,0.00,,9.1,18,,"87,000",0,0,0
2026,22,Oct-03,Oct,2003,214,1,Mar-03,"832,553",0.00,0.20,0.07,0,,0.00,,8.1,32.7,some fish moved outside Broughton,"166,511","58,279",0,0
2027,22,Nov-03,Nov,2003,245,1,Mar-03,"768,000",0.07,0.33,0.13,,,0.00,,7.6,30,,"253,440","99,840",0,0
2028,22,Dec-03,Dec,2003,275,1,Mar-03,"766,962",,0.58,0.13,,1,0.30,,7.2,30,,"444,838","99,705","230,089","92,035"
2029,22,Jan-04,Jan,2004,306,1,Mar-03,"766,000",0.53,0.83,0.13,,,0.60,,6.8,30,,"635,780","99,580","459,600","183,840"
2030,22,Feb-04,Feb,2004,337,1,Mar-03,"766,000",0.30,1.20,0.30,0,,0.20,,6.5,31,,"919,200","229,800","153,200","61,280"
2031,22,Mar-04,Mar,2004,366,2,Mar-03,"765,089",0.40,2.30,1.00,0,,0.50,,7.4,30,,"1,759,705","765,089","382,545","153,018"
2032,22,Apr-04,Apr,2004,397,2,Mar-03,"762,157",2.50,6.47,1.45,0,,0.63,1,8.7,31,,"4,931,156","1,105,128","480,159","192,064"
2033,22,May-04,May,2004,427,2,Mar-03,"757,936",0.20,3.30,1.40,0,,0.00,,11.9,30,,"2,501,189","1,061,110",0,0
2034,22,Jun-04,Jun,2004,458,2,Mar-03,"754,135",0.00,0.45,0.25,0,,0.00,,11.3,23,,"339,361","188,534",0,0
2035,22,Jul-04,Jul,2004,488,2,Mar-03,"712,443",0.00,0.00,0.00,0,,0.00,,9.2,19,harvesting,0,0,0,0
2036,22,Aug-04,Aug,2004,519,2,Mar-03,"714,527",0.00,0.00,0.00,0,,0.00,,10.4,16.2,,0,0,0,0
2037,22,Sep-04,Sep,2004,550,2,Mar-03,"712,231",0.00,0.00,0.00,0,,0.00,,9.3,21,,0,0,0,0
2038,22,Oct-04,Oct,2004,580,2,Mar-03,"643,000",0.00,0.00,0.00,0,,0.00,,9,26.2,harvesting,0,0,0,0
2039,22,Nov-04,Nov,2004,611,2,Mar-03,"532,289",0.07,0.13,0.00,0,,0.00,,7.6,25,harvesting,"69,198",0,0,0
2040,22,Dec-04,Dec,2004,641,2,Mar-03,"273,194",1.08,0.57,0.38,0,,0.03,,8,28,harvesting,"155,721","103,814","8,196","3,278"
2041,22,Jan-05,Jan,2005,672,2,Mar-03,"23,843",0.55,1.15,0.52,0,,0.00,,7,29,harvesting,"27,419","12,398",0,0
2042,22,Feb-05,Feb,2005,703,2,Mar-03,"5,000",0.37,3.22,1.70,,,0.00,,7,28,,"16,100","8,500",0,0
2043,22,Mar-05,Mar,2005,,,,,,,,,,,,,,,,,,
2044,22,Apr-05,Apr,2005,31,1,Mar-05,"163,775",,,0.00,,s,0.00,,,,smolt entry,,0,0,0
2045,22,May-05,May,2005,61,1,Mar-05,"579,990",0.05,0.02,0.00,,,0.00,,11,26,,"11,600",0,0,0
2046,22,Jun-05,Jun,2005,92,1,Mar-05,"578,508",0.27,0.07,0.00,0,,0.00,,11,24,,"40,496",0,0,0
2047,22,Jul-05,Jul,2005,122,1,Mar-05,"569,813",0.02,0.01,0.00,0,,0.00,,10,18,,"5,698",0,0,0
2048,22,Aug-05,Aug,2005,153,1,Mar-05,"569,000",0.00,0.01,0.00,0,,0.00,,10,15,,"5,690",0,0,0
2049,22,Sep-05,Sep,2005,184,1,Mar-05,"568,000",0.01,0.04,0.01,0,,0.00,,9,26,,"22,720","5,680",0,0
2050,22,Oct-05,Oct,2005,214,1,Mar-05,"680,000",0.00,0.03,0.00,0,,0.00,,9,25,some more fish from farm #25,"20,400",0,0,0
2051,22,Nov-05,Nov,2005,245,1,Mar-05,"679,500",0.05,0.12,0.01,0,,0.01,,8,28,,"81,540","6,795","6,795","2,718"
2052,22,Dec-05,Dec,2005,275,1,Mar-05,"678,900",0.13,0.19,0.04,0,,0.00,,7,31,,"128,991","27,156",0,0
2053,22,Jan-06,Jan,2006,306,1,Mar-05,"737,000",1.83,0.73,0.10,0,,0.27,,7,31,,"538,010","73,700","198,990","79,596"
2054,22,Feb-06,Feb,2006,337,1,Mar-05,"737,000",2.64,5.35,1.33,0,,0.72,0.5,7,32,Portion farm tx,"3,942,950","980,210","530,640","212,256"
2055,22,Mar-06,Mar,2006,365,2,Mar-05,"734,574",1.63,5.52,1.75,2,,0.40,0.5,7,,rest of farm tx,"4,054,848","1,285,505","293,830","117,532"
2056,22,Apr-06,Apr,2006,396,2,Mar-05,"732,408",0.03,0.38,0.06,0,,0.01,,8,,,"278,315","43,944","7,324","2,930"
2057,22,May-06,May,2006,426,2,Mar-05,"731,943",0.04,0.15,0.07,0,,0.02,,10,,,"109,791","51,236","14,639","5,856"
2058,22,Jun-06,Jun,2006,457,2,Mar-05,"731,340",0.00,0.09,0.05,0,,0.01,,11,,,"65,821","36,567","7,313","2,925"
2059,22,Jul-06,Jul,2006,487,2,Mar-05,"730,886",0.00,0.08,0.05,0,,0.00,,11,,,"58,471","36,544",0,0
2060,22,Aug-06,Aug,2006,518,2,Mar-05,"730,432",0.00,0.05,0.04,0,,0.01,,11,,,"39,565","27,391","6,087","2,435"
2061,22,Sep-06,Sep,2006,549,2,Mar-05,"729,978",0.00,0.07,0.05,0,,0.00,,9,,,"51,098","36,499",0,0
2062,22,Oct-06,Oct,2006,579,2,Mar-05,"729,524",0.00,0.06,0.04,0,,0.00,,9,,,"43,771","29,181",0,0
2063,22,Nov-06,Nov,2006,610,2,Mar-05,"729,070",0.02,0.20,0.05,0,,0.02,,8,,,"145,814","36,454","12,151","4,860"
2064,22,Dec-06,Dec,2006,640,2,Mar-05,"600,000",0.05,0.58,0.33,0,,0.15,,7,,,"348,000","198,000","90,000","36,000"
2065,22,Jan-07,Jan,2007,671,2,Mar-05,"325,418",0.68,0.85,0.43,0,,0.05,,6,,harvesting,"276,605","138,303","16,271","6,508"
2066,22,Feb-07,Feb,2007,702,2,Mar-05,"322,891",0.68,1.30,0.55,0,,0.18,,7,,harvesting,"419,758","177,590","58,120","23,248"
2067,22,Mar-07,Mar,2007,730,3,Mar-05,"296,055",0.42,2.33,1.50,0,,0.00,,7,,harvesting,"689,808","444,083",0,0
2068,22,Apr-07,Apr,2007,761,3,Mar-05,"104,232",0.90,4.10,1.70,,,1.10,,7,28,harvesting,"427,351","177,194","114,655","45,862"
2069,22,May-07,May,2007,791,3,Mar-05,"5,087",,,2.50,,h,1.50,,,,harvesting,,"12,718","7,631","3,052"
2070,22,Jun-07,Jun,2007,,,,,,,,,,,,,,,,,,
2071,22,Jul-07,Jul,2007,212,1,Dec-06,"75,750",0.00,0.05,0.05,,,0.10,,10,,transferred from farm #25,"3,788","3,788","7,575","3,030"
2072,22,Aug-07,Aug,2007,243,1,Dec-06,"349,399",0.10,0.30,0.10,0,,0.00,,10,23,,"104,820","34,940",0,0
2073,22,Sep-07,Sep,2007,274,1,Dec-06,"656,623",0.02,0.33,0.08,0,,0.00,,9,27,,"216,686","52,530",0,0
2074,22,Oct-07,Oct,2007,304,1,Dec-06,"655,839",0.05,0.20,0.05,0,,0.08,,8,,,"131,168","32,792","52,467","20,987"
2075,22,Nov-07,Nov,2007,335,1,Dec-06,"655,723",0.10,0.22,0.08,0,,0.03,,8,,,"144,259","52,458","19,672","7,869"
2076,22,Dec-07,Dec,2007,365,2,Dec-06,"655,543",0.37,0.50,0.08,0,,0.08,,7,,,"327,772","52,443","52,443","20,977"
2077,22,Jan-08,Jan,2008,396,2,Dec-06,"655,368",0.6,0.58,0.22,0,,0.15,1,,,,"380,113","144,181","98,305","39,322"
2078,22,Feb-08,Feb,2008,427,2,Dec-06,"655,142",0.33,0.4,0.17,0,,0.08,,,,,"262,057","111,374","52,411","20,965"
2079,22,Mar-08,Mar,2008,456,2,Dec-06,"654,949",0.03,0.1,0.03,0,,0.02,,,,,"65,495","19,648","13,099","5,240"
2080,22,Apr-08,Apr,2008,487,2,Dec-06,"654,836",0,0.02,0,0,,0,,,,,"13,097",0,0,0
2081,22,May-08,May,2008,517,2,Dec-06,"654,123",0.03,0.03,0.02,0,,0.32,,,,,"19,624","13,082","209,319","83,728"
2082,22,Jun-08,Jun,2008,548,2,Dec-06,"901,499",0.02,0.02,0.00,0,,0.03,,,,additional fish moved from farm #9,"18,030",0,"27,045","10,818"
2083,22,Jul-08,Jul,2008,578,2,Dec-06,"901,000",0.00,0.00,0.00,0,,0.00,,,,,0,0,0,0
2084,22,Aug-08,Aug,2008,609,2,Dec-06,"900,000",0.00,0.05,0.03,0,,0.00,,,,,"45,000","27,000",0,0
2085,22,Sep-08,Sep,2008,640,2,Dec-06,"830,000",0.00,0.02,0.00,0,,0.00,,,,,"16,600",0,0,0
2086,22,Oct-08,Oct,2008,670,2,Dec-06,"830,000",0.00,0.05,0.03,0,,0.00,,,,,"41,500","24,900",0,0
2087,22,Nov-08,Nov,2008,701,2,Dec-06,"827,000",0.08,0.27,0.06,0,,0.12,,,,,"223,290","49,620","99,240","39,696"
2088,22,Dec-08,Dec,2008,731,3,Dec-06,"529,000",0.70,0.43,0.20,0,,0.18,,,,,"229,233","105,800","96,983","38,793"
2089,22,Jan-09,Jan,2009,762,3,Dec-06,"486,941",0.08,0.52,0.28,,,0.08,,,,Empty (no fish),"251,586","137,967","40,578","16,231"
2090,22,Feb-09,Feb,2009,793,3,Dec-06,"105,408",,,0.40,,h,0.10,,,,harvesting; no counts (<3 pens),,"42,163","10,541","4,216"
2091,22,Mar-09,Mar,2009,,,,,,,,,,,,,,empty by end of month,,,,
2092,22,Apr-09,Apr,2009,,,,,,,,,,,,,,,,,,
2093,22,May-09,May,2009,,,,,,,,,,,,,,,,,,
2094,22,Jun-09,Jun,2009,243,1,Oct-08,"368,868",,0.21,0.04,,h,0.04,,,,stocking from farm #25 (counts are from June @ farm #25),"77,462","14,755","14,755","5,902"
2095,22,Jul-09,Jul,2009,266,1,Oct-08,"873,654",0.00,0.08,0.02,,,0.00,,,,stocking from farm #25,"69,892","17,473",0,0
2096,22,Aug-09,Aug,2009,297,1,Oct-08,"873,288",0.00,0.03,0.02,0,,0.00,,,,,"28,819","14,846",0,0
2097,22,Sep-09,Sep,2009,328,1,Oct-08,"872,620",0.05,0.07,0.08,0,,0.00,,,,,"61,083","69,810",0,0
2098,22,Oct-09,Oct,2009,358,1,Oct-08,"872,063",0.08,0.25,0.13,0,,0.02,,,,,"218,016","113,368","17,441","6,977"
2099,22,Nov-09,Nov,2009,389,2,Oct-08,"871,427",0.15,0.20,0.08,0,,0.17,1,,,,"174,285","72,328","145,528","58,211"
2100,22,Dec-09,Dec,2009,419,2,Oct-08,"869,450",0.02,0.03,0.02,,,0.00,,,,,"26,084","17,389",0,0
2101,23,Jan-00,Jan,2000,,,,,,,,,,,,,,,,,,
2102,23,Feb-00,Feb,2000,,,,,,,,,,,,,,,,,,
2103,23,Mar-00,Mar,2000,,,,,,,,,,,,,,,,,,
2104,23,Apr-00,Apr,2000,,,,,,,,,,,,,,,,,,
2105,23,May-00,May,2000,,,,,,,,,,,,,,,,,,
2106,23,Jun-00,Jun,2000,,,,,,,,,,,,,,,,,,
2107,23,Jul-00,Jul,2000,,,,,,,,,,,,,,,,,,
2108,23,Aug-00,Aug,2000,,,,,,,,,,,,,,,,,,
2109,23,Sep-00,Sep,2000,,,,,,,,,,,,,,,,,,
2110,23,Oct-00,Oct,2000,,,,,,,,,,,,,,,,,,
2111,23,Nov-00,Nov,2000,,,,,,,,,,,,,,,,,,
2112,23,Dec-00,Dec,2000,,,,,,,,,,,,,,,,,,
2113,23,Jan-01,Jan,2001,,,,,,,,,,,,,,,,,,
2114,23,Feb-01,Feb,2001,,,,,,,,,,,,,,,,,,
2115,23,Mar-01,Mar,2001,,,,,,,,,,,,,,,,,,
2116,23,Apr-01,Apr,2001,,,,,,,,,,,,,,,,,,
2117,23,May-01,May,2001,,,,,,,,,,,,,,,,,,
2118,23,Jun-01,Jun,2001,,,,,,,,,,,,,,,,,,
2119,23,Jul-01,Jul,2001,,,,,,,,,,,,,,,,,,
2120,23,Aug-01,Aug,2001,,,,,,,,,,,,,,,,,,
2121,23,Sep-01,Sep,2001,,,,,,,,,,,,,,,,,,
2122,23,Oct-01,Oct,2001,242,1,Feb-01,"481,614",,,,,,,,,,transferred from farm #25,,,,
2123,23,Nov-01,Nov,2001,273,1,Feb-01,"479,203",,,,,,,,,,,,,,
2124,23,Dec-01,Dec,2001,303,1,Feb-01,"478,029",,,,,,,,,,,,,,
2125,23,Jan-02,Jan,2002,334,1,Feb-01,"477,624",8.85,2.98,0.7,,,0.26,,,,,"1,423,320","334,337","124,182","49,673"
2126,23,Feb-02,Feb,2002,365,2,Feb-01,"477,089",,,,,,,,7.02,,,,,,
2127,23,Mar-02,Mar,2002,393,2,Feb-01,"476,556",,,,,,,,6.6,,,,,,
2128,23,Apr-02,Apr,2002,424,2,Feb-01,"476,035",,,,,,,,7.35,,,,,,
2129,23,May-02,May,2002,454,2,Feb-01,"475,416",8.85,7.35,2.75,,,0,,8.5,,,"3,494,308","1,307,394",0,0
2130,23,Jun-02,Jun,2002,485,2,Feb-01,"473,750",,,,,,,,10.2,,,,,,
2131,23,Jul-02,Jul,2002,515,2,Feb-01,"463,387",,,,,,,,11.2,,,,,,
2132,23,Aug-02,Aug,2002,546,2,Feb-01,"462,860",,,,,,,,10.7,,,,,,
2133,23,Sep-02,Sep,2002,577,2,Feb-01,"420,000",,,,,,,,,,,,,,
2134,23,Oct-02,Oct,2002,607,2,Feb-01,"397,166",,,,,,,,,,,,,,
2135,23,Nov-02,Nov,2002,638,2,Feb-01,"380,436",,,,,,,,7.9,,,,,,
2136,23,Dec-02,Dec,2002,668,2,Feb-01,"283,336",,,,,,,,7.5,,,,,,
2137,23,Jan-03,Jan,2003,699,2,Feb-01,"287,076",9.7,4.52,2.11,,,0.57,,7.5,,,"1,297,584","605,730","163,633","65,453"
2138,23,Feb-03,Feb,2003,730,3,Feb-01,"286,003",4.28,3.68,1.48,1,,0.33,,7.3,,,"1,052,491","423,284","94,381","37,752"
2139,23,Mar-03,Mar,2003,758,3,Feb-01,"151,097",11.60,4.90,1.70,0,,0.40,,7.8,31.5,harvesting,"740,375","256,865","60,439","24,176"
2140,23,Apr-03,Apr,2003,789,3,Feb-01,"112,838",0.60,3.70,1.90,,,4.30,,8.1,32,harvesting,"417,501","214,392","485,203","194,081"
2141,23,May-03,May,2003,819,3,Feb-01,"50,668",,,2.20,,h,6.00,,,,harvesting,,"111,470","304,008","121,603"
2142,23,Jun-03,Jun,2003,,,,,,,,,,,,,,,,,,
2143,23,Jul-03,Jul,2003,,,,,,,,,,,,,,,,,,
2144,23,Aug-03,Aug,2003,,,,,,,,,,,,,,,,,,
2145,23,Sep-03,Sep,2003,,,,,,,,,,,,,,,,,,
2146,23,Oct-03,Oct,2003,,,,,,,,,,,,,,,,,,
2147,23,Nov-03,Nov,2003,,,,,,,,,,,,,,,,,,
2148,23,Dec-03,Dec,2003,,,,,,,,,,,,,,,,,,
2149,23,Jan-04,Jan,2004,,,,,,,,,,,,,,,,,,
2150,23,Feb-04,Feb,2004,,,,,,,,,,,,,,,,,,
2151,23,Mar-04,Mar,2004,,,,,,,,,,,,,,,,,,
2152,23,Apr-04,Apr,2004,0,1,Apr-04,"682,614",,,0.00,,s,0.00,,,,smolt,,0,0,0
2153,23,May-04,May,2004,30,1,Apr-04,"675,000",0.80,1.30,0.05,,,0.10,,9.35,29,smolt,"877,500","33,750","67,500","27,000"
2154,23,Jun-04,Jun,2004,61,1,Apr-04,"671,000",0.60,4.10,1.70,2,,0.00,1,11.6,20,,"2,751,100","1,140,700",0,0
2155,23,Jul-04,Jul,2004,91,1,Apr-04,"667,000",0.00,0.00,0.00,0,,0.00,,9.9,21,,0,0,0,0
2156,23,Aug-04,Aug,2004,122,1,Apr-04,"658,000",0.00,0.03,0.00,0,,0.00,,10.6,17.3,,"19,740",0,0,0
2157,23,Sep-04,Sep,2004,153,1,Apr-04,"656,000",0.00,0.00,0.00,0,,0.00,,9.8,21,,0,0,0,0
2158,23,Oct-04,Oct,2004,183,1,Apr-04,"655,622",0.00,0.03,0.00,0,,0.00,,9,26.2,,"19,669",0,0,0
2159,23,Nov-04,Nov,2004,214,1,Apr-04,"654,800",0.63,0.30,0.07,0,,0.23,,8.1,27.8,,"196,440","45,836","150,604","60,242"
2160,23,Dec-04,Dec,2004,244,1,Apr-04,"654,271",2.88,0.60,0.08,0,,0.22,,8,28,,"392,563","52,342","143,940","57,576"
2161,23,Jan-05,Jan,2005,275,1,Apr-04,"551,415",2.97,1.40,0.57,0,,0.47,,7,28,,"771,981","314,307","259,165","103,666"
2162,23,Feb-05,Feb,2005,306,1,Apr-04,"551,000",1.33,2.10,0.67,,,0.45,1,7,28,,"1,157,100","369,170","247,950","99,180"
2163,23,Mar-05,Mar,2005,334,1,Apr-04,"549,000",,1.08,0.34,,1,0.24,,,,,"590,175","183,915","131,760","52,704"
2164,23,Apr-05,Apr,2005,365,2,Apr-04,"547,000",0.02,0.05,0.00,,,0.03,,8,29,,"27,350",0,"16,410","6,564"
2165,23,May-05,May,2005,395,2,Apr-04,"546,274",0.88,0.37,0.08,0,,0.23,,10,26,,"202,121","43,702","125,643","50,257"
2166,23,Jun-05,Jun,2005,426,2,Apr-04,"546,000",0.48,0.25,0.10,0,,0.07,,11,24,,"136,500","54,600","38,220","15,288"
2167,23,Jul-05,Jul,2005,456,2,Apr-04,"539,000",0.07,0.25,0.13,0,,0.07,,11,16,,"134,750","70,070","37,730","15,092"
2168,23,Aug-05,Aug,2005,487,2,Apr-04,"524,000",0.25,0.60,0.43,1,,0.00,,12,16,,"314,400","225,320",0,0
2169,23,Sep-05,Sep,2005,518,2,Apr-04,"524,000",0.02,0.20,0.08,1,,0.00,,10,,harvesting,"104,800","41,920",0,0
2170,23,Oct-05,Oct,2005,548,2,Apr-04,"384,993",0.67,2.15,0.80,0,,0.48,,9,21,,"827,735","307,994","184,797","73,919"
2171,23,Nov-05,Nov,2005,579,2,Apr-04,"263,954",0.43,3.95,1.97,,,0.38,,8,28,,"1,042,618","519,989","100,303","40,121"
2172,23,Dec-05,Dec,2005,609,2,Apr-04,"5,022",,2.88,1.46,,h,0.19,,,,,"14,438","7,332",954,382
2173,23,Jan-06,Jan,2006,640,2,Apr-04,"4,994",0.00,1.80,0.95,,,0.00,,7,30,,"8,989","4,744",0,0
2174,23,Feb-06,Feb,2006,,,,,,,,,,,,,,,,,,
2175,23,Mar-06,Mar,2006,,,,,,,,,,,,,,,,,,
2176,23,Apr-06,Apr,2006,,,,,,,,,,,,,,,,,,
2177,23,May-06,May,2006,,,,,,,,,,,,,,,,,,
2178,23,Jun-06,Jun,2006,,,,,,,,,,,,,,,,,,
2179,23,Jul-06,Jul,2006,,,,,,,,,,,,,,,,,,
2180,23,Aug-06,Aug,2006,212,1,Jan-06,"581,168",,,0.03,,t,0.03,,,,fish moved from farm #25,,"17,435","17,435","6,974"
2181,23,Sep-06,Sep,2006,243,1,Jan-06,"581,091",0.00,0.22,0.03,,,0.00,,9,28,,"127,840","17,433",0,0
2182,23,Oct-06,Oct,2006,273,1,Jan-06,"580,605",0.08,0.62,0.23,0,,0.08,,9,28,,"359,975","133,539","46,448","18,579"
2183,23,Nov-06,Nov,2006,304,1,Jan-06,"580,065",0.65,1.25,0.23,0,,0.18,,8,28,,"725,081","135,348","106,345","42,538"
2184,23,Dec-06,Dec,2006,334,1,Jan-06,"579,442",4.18,2.38,1.07,2,,0.23,,7,30,,"1,379,072","620,003","133,272","53,309"
2185,23,Jan-07,Jan,2007,365,2,Jan-06,"578,871",2.15,1.45,0.68,0,,0.18,1,7,30,,"839,363","395,562","106,126","42,451"
2186,23,Feb-07,Feb,2007,396,2,Jan-06,"577,990",1.13,1.32,0.60,0,,0.28,,7,30,,"762,947","346,794","161,837","64,735"
2187,23,Mar-07,Mar,2007,424,2,Jan-06,"576,531",0.00,0.38,0.18,0,,0.02,,7,30,,"219,082","103,776","11,531","4,612"
2188,23,Apr-07,Apr,2007,455,2,Jan-06,"575,075",0.30,0.00,0.00,0,,0.10,,8,30,,0,0,"57,508","23,003"
2189,23,May-07,May,2007,485,2,Jan-06,"575,465",0.03,0.02,0.00,0,,0.02,,9,29,,"11,509",0,"11,509","4,604"
2190,23,Jun-07,Jun,2007,516,2,Jan-06,"574,819",0.02,0.05,0.02,0,,0.03,,9,26,,"28,741","11,496","17,245","6,898"
2191,23,Jul-07,Jul,2007,546,2,Jan-06,"573,542",0.00,0.22,0.10,0,,0.00,,10,24,,"126,179","57,354",0,0
2192,23,Aug-07,Aug,2007,577,2,Jan-06,"563,487",0.02,0.12,0.05,0,,0.05,,10,30,,"67,618","28,174","28,174","11,270"
2193,23,Sep-07,Sep,2007,608,2,Jan-06,"563,243",0.03,0.07,0.03,0,,0.00,,9,29,,"39,427","16,897",0,0
2194,23,Oct-07,Oct,2007,638,2,Jan-06,"562,132",0.10,0.48,0.12,0,,0.00,,9,,,"269,823","67,456",0,0
2195,23,Nov-07,Nov,2007,669,2,Jan-06,"560,575",0.15,0.15,0.03,0,,0.03,,8,,,"84,086","16,817","16,817","6,727"
2196,23,Dec-07,Dec,2007,699,2,Jan-06,"559,748",0.30,0.77,0.27,,,0.32,,7,,,"431,006","151,132","179,119","71,648"
2197,23,Jan-08,Jan,2008,,,,,,,,,,,,,,,,,,
2198,23,Feb-08,Feb,2008,,,,,,,,,,,,,,,,,,
2199,23,Mar-08,Mar,2008,,,,,,,,,,,,,,,,,,
2200,23,Apr-08,Apr,2008,,,,,,,,,,,,,,,,,,
2201,23,May-08,May,2008,,,,,,,,,,,,,,,,,,
